Txn Date,Value Date,Description,Debit Amount,Credit Amount,Balance
17/01/2024,17/01/2024,NEFT/7394685688/RAJENDRA PRASAD/ICIC0272108/38660793679637,310.00,,5293703.89
17/01/2024,18/01/2024,NEFT/97808404/KAVITHA RAO/ICIC0272108/54110088050965,3499.00,,5290204.89
17/01/2024,18/01/2024,UPI/DR/976272100126/NILESH KULKARNI/ICIC0272108/nilesh345@oksbi,2380.00,,5287824.89
17/01/2024,18/01/2024,IMPS/P2P/04332104/FATIMA SHEIKH/7018926237,,7600.00,5295424.89
18/01/2024,18/01/2024,UPI/CR/9933232580/REKHA PILLAI/ICIC0272108/rekha620@okhdfc,,7600.00,5303024.89
18/01/2024,18/01/2024,NEFT/6619075204/SHAHID KHAN/ICIC0272108/08022840483904,2380.00,,5300644.89
18/01/2024,18/01/2024,UPI/CR/3997392220/TANVI RAO/ICIC0272108/tanvi549@ybl,,2500.00,5303144.89
18/01/2024,18/01/2024,UPI/CR/6725181310/DIVYA MENON/ICIC0272108/divya306@oksbi,,500.00,5303644.89
19/01/2024,19/01/2024,NEFT/289089971522/ARCHANA PILLAI/ICIC0272108/37830128343738,7800.00,,5295844.89
19/01/2024,19/01/2024,NEFT/56515483/ARJUN MEHTA/ICIC0272108/42406150438906,,4800.00,5300644.89
19/01/2024,19/01/2024,ATM/WDL/98659859/HDFC ATM KORAMANGALA,999.00,,5299645.89
19/01/2024,19/01/2024,NEFT/753829116948/BINDHU NAIR/ICIC0272108/22603679147105,,18500.00,5318145.89
19/01/2024,19/01/2024,IMPS/P2P/41601456/SANJANA HEGDE/9261138962,,1200.00,5319345.89
19/01/2024,19/01/2024,UPI/CR/07914126/RANJIT SINGH/ICIC0272108/ranjit386@ybl,,7600.00,5326945.89
20/01/2024,20/01/2024,NEFT/451966554498/ARUN SHARMA/ICIC0272108/38088520646340,,18500.00,5345445.89
21/01/2024,21/01/2024,CHQ NO 407066 CLEARING,1680.00,,5343765.89
22/01/2024,23/01/2024,CHQ NO 128836 CLEARING,3499.00,,5340266.89
22/01/2024,23/01/2024,ATM/WDL/390275251118/SBI ATM JAYANAGAR BLR,850.00,,5339416.89
22/01/2024,23/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,5340616.89
23/01/2024,24/01/2024,UPI/CR/5414271002/SUNIL YADAV/ICIC0272108/sunil709@paytm,,850.00,5341466.89
23/01/2024,23/01/2024,UPI/DR/34428217/FATIMA SHEIKH/ICIC0272108/fatima581@okaxis,249.00,,5341217.89
23/01/2024,24/01/2024,UPI/CR/5316290346/SMITHA PILLAI/ICIC0272108/smitha725@paytm,,18500.00,5359717.89
24/01/2024,24/01/2024,IMPS/P2P/8242282043/USHA RANI/7573144117,,2500.00,5362217.89
24/01/2024,24/01/2024,UPI/DR/27046460/SMITHA PILLAI/ICIC0272108/smitha801@paytm,1250.00,,5360967.89
25/01/2024,25/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,5362167.89
25/01/2024,26/01/2024,ATM/WDL/285151748675/SBI ATM JAYANAGAR BLR,49.00,,5362118.89
25/01/2024,26/01/2024,CHQ NO 526021 CLEARING,699.00,,5361419.89
25/01/2024,26/01/2024,UPI/DR/736617622760/TARA SINGH/ICIC0272108/tara738@ybl,249.00,,5361170.89
26/01/2024,26/01/2024,CHQ NO 328160 CLEARING,1250.00,,5359920.89
26/01/2024,27/01/2024,NEFT/7968174469/NADIA HUSSAIN/ICIC0272108/84661903101384,5200.00,,5354720.89
27/01/2024,27/01/2024,NEFT/53739309/REKHA PILLAI/ICIC0272108/47541901255372,5200.00,,5349520.89
27/01/2024,27/01/2024,UPI/DR/5326598779/NAVEEN KUMAR/ICIC0272108/naveen128@oksbi,79.00,,5349441.89
27/01/2024,27/01/2024,IMPS/P2P/777620024077/RAVI KUMAR SHARMA/8738815605,,24000.00,5373441.89
27/01/2024,28/01/2024,NEFT/9960864192/RANJIT SINGH/ICIC0272108/73721858947434,3499.00,,5369942.89
27/01/2024,27/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,5372442.89
28/01/2024,29/01/2024,UPI/DR/509663355644/DIVYA MENON/ICIC0272108/divya98@okhdfc,249.00,,5372193.89
28/01/2024,28/01/2024,UPI/DR/36852258/USHA RANI/ICIC0272108/usha855@okaxis,310.00,,5371883.89
28/01/2024,28/01/2024,UPI/DR/38200619/SURESH NAIR/ICIC0272108/suresh125@paytm,7800.00,,5364083.89
29/01/2024,29/01/2024,ATM/WDL/5171379426/HDFC ATM KORAMANGALA,850.00,,5363233.89
29/01/2024,29/01/2024,NEFT/0885724139/DIVYA MENON/ICIC0272108/60588213329402,3499.00,,5359734.89
29/01/2024,30/01/2024,CHQ NO 454314 CLEARING,999.00,,5358735.89
29/01/2024,29/01/2024,IMPS/P2P/50370169/PADMA RAO/8109776147,,32000.00,5390735.89
30/01/2024,30/01/2024,UPI/DR/10149601/GOPAL VERMA/ICIC0272108/gopal137@okhdfc,1250.00,,5389485.89
30/01/2024,30/01/2024,UPI/DR/88383334/SAVITHA DEVI/ICIC0272108/savitha362@okaxis,5200.00,,5384285.89
30/01/2024,31/01/2024,CHQ NO 012841 CLEARING,120.00,,5384165.89
31/01/2024,01/02/2024,NEFT/11157409/SHEELA DEVI/ICIC0272108/82045966299294,699.00,,5383466.89
02/02/2024,02/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,5384666.89
02/02/2024,02/02/2024,CHQ NO 803825 CLEARING,249.00,,5384417.89
03/02/2024,03/02/2024,UPI/DR/805412198209/KAVITHA RAO/ICIC0272108/kavitha955@ybl,5200.00,,5379217.89
03/02/2024,04/02/2024,UPI/DR/9476059543/VENKAT RAO/ICIC0272108/venkat289@oksbi,850.00,,5378367.89
03/02/2024,03/02/2024,IMPS/P2P/6747015772/MOHAMMED IRFAN/8562617728,,500.00,5378867.89
04/02/2024,04/02/2024,CHQ NO 938804 CLEARING,850.00,,5378017.89
04/02/2024,04/02/2024,ATM/WDL/81758166/SBI ATM JAYANAGAR BLR,310.00,,5377707.89
04/02/2024,04/02/2024,UPI/DR/4209325861/BINDHU NAIR/ICIC0272108/bindhu884@ybl,310.00,,5377397.89
05/02/2024,05/02/2024,CHQ NO 248632 CLEARING,79.00,,5377318.89
05/02/2024,05/02/2024,UPI/CR/245668478377/REKHA PILLAI/ICIC0272108/rekha952@okaxis,,7600.00,5384918.89
05/02/2024,05/02/2024,CHQ NO 434154 CLEARING,449.00,,5384469.89
06/02/2024,07/02/2024,NEFT/3537013792/ARUN SHARMA/ICIC0272108/25900631294359,79.00,,5384390.89
06/02/2024,06/02/2024,NEFT/4473932778/SURESH BABU/ICIC0272108/44756895490121,,32000.00,5416390.89
06/02/2024,06/02/2024,UPI/DR/8312199454/GANESH KUMAR/ICIC0272108/ganesh353@paytm,310.00,,5416080.89
07/02/2024,08/02/2024,IMPS/P2P/9600449355/VINAY PATIL/7118831593,,24000.00,5440080.89
07/02/2024,07/02/2024,NEFT/22848643/SHEELA DEVI/ICIC0272108/59853357669075,,11200.00,5451280.89
08/02/2024,08/02/2024,NEFT/35712316/SHAHID KHAN/ICIC0272108/88053943764157,699.00,,5450581.89
08/02/2024,08/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,5455381.89
08/02/2024,08/02/2024,IMPS/P2P/1734015028/MEERA PILLAI/7217750306,,11200.00,5466581.89
08/02/2024,08/02/2024,NEFT/6594402605/LALITHA DEVI/ICIC0272108/10599252087343,3499.00,,5463082.89
08/02/2024,08/02/2024,UPI/CR/324405095899/VINAY PATIL/ICIC0272108/vinay340@paytm,,2500.00,5465582.89
08/02/2024,08/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,5489582.89
08/02/2024,08/02/2024,UPI/DR/545042419568/MEERA PILLAI/ICIC0272108/meera148@okaxis,5200.00,,5484382.89
09/02/2024,09/02/2024,NEFT/3408359662/RANJIT SINGH/ICIC0272108/51151213654035,49.00,,5484333.89
09/02/2024,09/02/2024,UPI/DR/587091871558/RAHUL SINGH/ICIC0272108/rahul536@okhdfc,5200.00,,5479133.89
10/02/2024,10/02/2024,ATM/WDL/763308185341/SBI ATM JAYANAGAR BLR,79.00,,5479054.89
11/02/2024,12/02/2024,UPI/DR/42335087/GOPAL VERMA/ICIC0272108/gopal111@paytm,7800.00,,5471254.89
11/02/2024,11/02/2024,NEFT/555293869200/GEETA DEVI/ICIC0272108/89762501674413,,4800.00,5476054.89
11/02/2024,11/02/2024,CHQ NO 354300 CLEARING,7800.00,,5468254.89
11/02/2024,11/02/2024,UPI/DR/1235628465/ANITHA KRISHNAN/ICIC0272108/anitha873@okaxis,699.00,,5467555.89
12/02/2024,12/02/2024,UPI/DR/8426581449/GOPAL VERMA/ICIC0272108/gopal76@paytm,310.00,,5467245.89
12/02/2024,12/02/2024,UPI/CR/640161691705/SURESH NAIR/ICIC0272108/suresh567@ybl,,7600.00,5474845.89
12/02/2024,12/02/2024,ATM/WDL/890642036399/CANARA ATM MYSURU,699.00,,5474146.89
12/02/2024,12/02/2024,UPI/DR/740791393062/VINAY PATIL/ICIC0272108/vinay851@okaxis,49.00,,5474097.89
12/02/2024,12/02/2024,CHQ NO 290192 CLEARING,2380.00,,5471717.89
13/02/2024,13/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,5495717.89
14/02/2024,14/02/2024,UPI/DR/561946591275/DIVYA MENON/ICIC0272108/divya766@paytm,449.00,,5495268.89
14/02/2024,15/02/2024,UPI/DR/3241951331/SANJANA HEGDE/ICIC0272108/sanjana931@paytm,5200.00,,5490068.89
14/02/2024,14/02/2024,NEFT/646669510329/POOJA SHARMA/ICIC0272108/00136754145970,3499.00,,5486569.89
15/02/2024,15/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,5487419.89
15/02/2024,15/02/2024,CHQ NO 034166 CLEARING,310.00,,5487109.89
16/02/2024,16/02/2024,ATM/WDL/55070657/CANARA ATM MYSURU,999.00,,5486110.89
16/02/2024,16/02/2024,CHQ NO 500148 CLEARING,7800.00,,5478310.89
16/02/2024,17/02/2024,NEFT/002535222333/ADITYA KUMAR/ICIC0272108/21477124302489,699.00,,5477611.89
17/02/2024,17/02/2024,UPI/CR/3217794525/SURESH BABU/ICIC0272108/suresh863@ybl,,32000.00,5509611.89
18/02/2024,18/02/2024,UPI/CR/615374618659/MOHAMMED IRFAN/ICIC0272108/mohammed639@oksbi,,32000.00,5541611.89
18/02/2024,18/02/2024,UPI/DR/0787212521/ADITYA KUMAR/ICIC0272108/aditya854@ybl,249.00,,5541362.89
18/02/2024,18/02/2024,UPI/DR/02560164/NADIA HUSSAIN/ICIC0272108/nadia122@ybl,1680.00,,5539682.89
18/02/2024,18/02/2024,UPI/DR/02305550/RAJESH VERMA/ICIC0272108/rajesh340@ybl,249.00,,5539433.89
19/02/2024,19/02/2024,UPI/DR/141993906376/PREETHI IYER/ICIC0272108/preethi280@okaxis,999.00,,5538434.89
19/02/2024,19/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,5539284.89
19/02/2024,20/02/2024,IMPS/P2P/16327466/ARCHANA PILLAI/9069501787,,1200.00,5540484.89
19/02/2024,19/02/2024,IMPS/P2P/5446153299/KIRAN REDDY/7896110449,,24000.00,5564484.89
19/02/2024,19/02/2024,CHQ NO 410949 CLEARING,79.00,,5564405.89
19/02/2024,20/02/2024,UPI/DR/311252226397/IMRAN KHAN/ICIC0272108/imran218@okaxis,79.00,,5564326.89
19/02/2024,19/02/2024,CHQ NO 333765 CLEARING,79.00,,5564247.89
20/02/2024,20/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,5569047.89
20/02/2024,20/02/2024,UPI/DR/94151148/POOJA SHARMA/ICIC0272108/pooja807@ybl,449.00,,5568598.89
20/02/2024,20/02/2024,CHQ NO 794096 CLEARING,49.00,,5568549.89
20/02/2024,20/02/2024,UPI/CR/78814113/SUNIL YADAV/ICIC0272108/sunil525@ybl,,32000.00,5600549.89
20/02/2024,21/02/2024,ATM/WDL/86401822/SBI ATM JAYANAGAR BLR,120.00,,5600429.89
21/02/2024,21/02/2024,IMPS/P2P/463722948826/HARISH MENON/7421813650,,18500.00,5618929.89
21/02/2024,21/02/2024,UPI/CR/57539224/MOHAMMED IRFAN/ICIC0272108/mohammed376@oksbi,,7600.00,5626529.89
22/02/2024,23/02/2024,UPI/DR/970366379376/SUNITA DEVI/ICIC0272108/sunita202@oksbi,2380.00,,5624149.89
22/02/2024,23/02/2024,NEFT/7932050012/NAVEEN KUMAR/ICIC0272108/50562549658604,249.00,,5623900.89
23/02/2024,24/02/2024,NEFT/7894874247/NIKHIL GUPTA/ICIC0272108/93944434617919,310.00,,5623590.89
23/02/2024,23/02/2024,ATM/WDL/5223289071/CANARA ATM MYSURU,249.00,,5623341.89
23/02/2024,24/02/2024,NEFT/196844426863/ADITYA KUMAR/ICIC0272108/12217336416983,,7600.00,5630941.89
23/02/2024,23/02/2024,UPI/DR/14071216/MOHAMMED IRFAN/ICIC0272108/mohammed747@ybl,1250.00,,5629691.89
23/02/2024,23/02/2024,CHQ NO 090277 CLEARING,850.00,,5628841.89
23/02/2024,23/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,5647341.89
24/02/2024,24/02/2024,UPI/DR/4465866280/SANTOSH KUMAR/ICIC0272108/santosh269@okhdfc,249.00,,5647092.89
24/02/2024,24/02/2024,NEFT/605925859384/SUSHMA RAO/ICIC0272108/10135562515239,,500.00,5647592.89
24/02/2024,24/02/2024,UPI/DR/1975238061/IMRAN KHAN/ICIC0272108/imran527@oksbi,449.00,,5647143.89
24/02/2024,24/02/2024,ATM/WDL/2210149635/CANARA ATM MYSURU,5200.00,,5641943.89
24/02/2024,25/02/2024,NEFT/5539393993/SHEELA DEVI/ICIC0272108/35539903016569,120.00,,5641823.89
24/02/2024,24/02/2024,NEFT/38951644/RAJENDRA PRASAD/ICIC0272108/13290154513278,,850.00,5642673.89
25/02/2024,26/02/2024,UPI/DR/1256729375/MOHAN DAS/ICIC0272108/mohan462@paytm,120.00,,5642553.89
25/02/2024,25/02/2024,UPI/DR/49563770/PADMA RAO/ICIC0272108/padma428@okaxis,850.00,,5641703.89
25/02/2024,25/02/2024,NEFT/0874326033/BINDHU NAIR/ICIC0272108/31055916897520,,4800.00,5646503.89
25/02/2024,25/02/2024,NEFT/5072982815/SHEELA DEVI/ICIC0272108/81506113815333,850.00,,5645653.89
26/02/2024,26/02/2024,IMPS/P2P/56349804/SUNITA DEVI/7023373467,,24000.00,5669653.89
27/02/2024,27/02/2024,IMPS/P2P/8688349917/SHEELA DEVI/8992827893,,18500.00,5688153.89
27/02/2024,27/02/2024,UPI/DR/7552702567/ANAND KUMAR/ICIC0272108/anand254@okhdfc,5200.00,,5682953.89
27/02/2024,27/02/2024,UPI/DR/346772823331/VENKAT RAO/ICIC0272108/venkat498@okhdfc,120.00,,5682833.89
28/02/2024,28/02/2024,NEFT/294165219428/PREETHI IYER/ICIC0272108/12161001002859,,4800.00,5687633.89
28/02/2024,28/02/2024,UPI/DR/5267545445/AYESHA KHAN/ICIC0272108/ayesha61@oksbi,120.00,,5687513.89
29/02/2024,01/03/2024,UPI/DR/94457057/CHANDAN SHARMA/ICIC0272108/chandan370@paytm,7800.00,,5679713.89
29/02/2024,29/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,5680563.89
01/03/2024,01/03/2024,ATM/WDL/9795458324/CANARA ATM MYSURU,79.00,,5680484.89
01/03/2024,01/03/2024,NEFT/2682465174/PADMA RAO/ICIC0272108/48398752003732,,7600.00,5688084.89
03/03/2024,04/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,5692884.89
03/03/2024,03/03/2024,UPI/DR/63999216/KAVERI MENON/ICIC0272108/kaveri421@paytm,999.00,,5691885.89
03/03/2024,03/03/2024,UPI/DR/42234748/KAVYA REDDY/ICIC0272108/kavya292@ybl,1250.00,,5690635.89
04/03/2024,04/03/2024,NEFT/2314993120/KAVITHA RAO/ICIC0272108/10387215715763,,500.00,5691135.89
04/03/2024,04/03/2024,CHQ NO 311104 CLEARING,2380.00,,5688755.89
04/03/2024,04/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,5689605.89
04/03/2024,04/03/2024,UPI/CR/049514579267/TARA SINGH/ICIC0272108/tara347@oksbi,,850.00,5690455.89
05/03/2024,05/03/2024,UPI/DR/7629421649/KARTHIK MENON/ICIC0272108/karthik807@okaxis,3499.00,,5686956.89
05/03/2024,05/03/2024,CHQ NO 724079 CLEARING,1680.00,,5685276.89
06/03/2024,07/03/2024,UPI/DR/78306057/SURESH NAIR/ICIC0272108/suresh876@okhdfc,120.00,,5685156.89
06/03/2024,07/03/2024,UPI/DR/965338824022/KAVITHA RAO/ICIC0272108/kavitha748@oksbi,5200.00,,5679956.89
06/03/2024,07/03/2024,UPI/DR/5769943963/ADITYA KUMAR/ICIC0272108/aditya143@okaxis,79.00,,5679877.89
06/03/2024,06/03/2024,UPI/CR/6228256079/KARTHIK MENON/ICIC0272108/karthik442@paytm,,24000.00,5703877.89
06/03/2024,06/03/2024,NEFT/2418979703/SNEHA PATIL/ICIC0272108/16187837742958,7800.00,,5696077.89
07/03/2024,07/03/2024,NEFT/6817896969/NIKHIL GUPTA/ICIC0272108/48947982770634,5200.00,,5690877.89
07/03/2024,07/03/2024,UPI/DR/881174992587/PRAKASH RAO/ICIC0272108/prakash84@ybl,999.00,,5689878.89
07/03/2024,07/03/2024,NEFT/13274115/RAMESH GOWDA/ICIC0272108/94334935217898,,2500.00,5692378.89
07/03/2024,07/03/2024,UPI/DR/749419882557/PRAKASH RAO/ICIC0272108/prakash539@okhdfc,79.00,,5692299.89
08/03/2024,09/03/2024,CHQ NO 322267 CLEARING,249.00,,5692050.89
08/03/2024,08/03/2024,UPI/CR/021495218323/LATHA MURTHY/ICIC0272108/latha476@okaxis,,32000.00,5724050.89
08/03/2024,08/03/2024,UPI/DR/571437548781/MEERA PILLAI/ICIC0272108/meera271@ybl,79.00,,5723971.89
08/03/2024,08/03/2024,CHQ NO 915503 CLEARING,999.00,,5722972.89
09/03/2024,09/03/2024,CHQ NO 142213 CLEARING,449.00,,5722523.89
09/03/2024,09/03/2024,UPI/DR/2712459235/MEERA PILLAI/ICIC0272108/meera437@ybl,1680.00,,5720843.89
10/03/2024,10/03/2024,CHQ NO 849678 CLEARING,7800.00,,5713043.89
10/03/2024,10/03/2024,UPI/DR/1785104230/KAVYA REDDY/ICIC0272108/kavya380@okhdfc,3499.00,,5709544.89
10/03/2024,10/03/2024,UPI/DR/30583751/LATHA MURTHY/ICIC0272108/latha415@paytm,3499.00,,5706045.89
12/03/2024,12/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,18500.00,5724545.89
12/03/2024,13/03/2024,UPI/DR/925365573526/NIKHIL GUPTA/ICIC0272108/nikhil50@oksbi,310.00,,5724235.89
13/03/2024,13/03/2024,UPI/DR/308863482848/SAVITHA DEVI/ICIC0272108/savitha698@ybl,49.00,,5724186.89
13/03/2024,13/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,5735386.89
13/03/2024,13/03/2024,ATM/WDL/1048598186/CANARA ATM MYSURU,249.00,,5735137.89
15/03/2024,15/03/2024,CHQ NO 683469 CLEARING,5200.00,,5729937.89
15/03/2024,15/03/2024,ATM/WDL/6569676716/CANARA ATM MYSURU,79.00,,5729858.89
15/03/2024,15/03/2024,UPI/DR/76992250/LALITHA DEVI/ICIC0272108/lalitha770@okaxis,850.00,,5729008.89
15/03/2024,16/03/2024,CHQ NO 943989 CLEARING,1680.00,,5727328.89
16/03/2024,16/03/2024,UPI/DR/78018021/CHANDAN SHARMA/ICIC0272108/chandan700@ybl,1680.00,,5725648.89
16/03/2024,16/03/2024,UPI/DR/26287432/ROHIT SHARMA/ICIC0272108/rohit929@paytm,310.00,,5725338.89
17/03/2024,17/03/2024,UPI/CR/5738779217/ROHIT SHARMA/ICIC0272108/rohit110@okhdfc,,7600.00,5732938.89
17/03/2024,17/03/2024,NEFT/4560740882/SHEELA DEVI/ICIC0272108/25249082076977,249.00,,5732689.89
17/03/2024,17/03/2024,UPI/DR/1906973570/SANTOSH KUMAR/ICIC0272108/santosh20@ybl,310.00,,5732379.89
18/03/2024,19/03/2024,IMPS/P2P/9528480038/USHA RANI/8327027945,,850.00,5733229.89
18/03/2024,18/03/2024,CHQ NO 276329 CLEARING,7800.00,,5725429.89
18/03/2024,19/03/2024,NEFT/8810494531/RESHMA KHAN/ICIC0272108/92908804611552,850.00,,5724579.89
19/03/2024,19/03/2024,UPI/DR/819230245652/RAMESH GOWDA/ICIC0272108/ramesh637@okaxis,449.00,,5724130.89
19/03/2024,19/03/2024,NEFT/92277495/RAVI KUMAR SHARMA/ICIC0272108/66989279516490,449.00,,5723681.89
19/03/2024,19/03/2024,NEFT/24993775/GOPAL VERMA/ICIC0272108/56472919218083,249.00,,5723432.89
19/03/2024,19/03/2024,NEFT/7818439270/VIKRAM NAIR/ICIC0272108/33202537961792,2380.00,,5721052.89
19/03/2024,19/03/2024,CHQ NO 312777 CLEARING,850.00,,5720202.89
19/03/2024,20/03/2024,NEFT/12590668/SUNITA DEVI/ICIC0272108/20883807606924,,24000.00,5744202.89
19/03/2024,20/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,5744702.89
20/03/2024,20/03/2024,NEFT/3271143812/KAVYA REDDY/ICIC0272108/65645258713033,3499.00,,5741203.89
20/03/2024,20/03/2024,IMPS/P2P/83905979/RAJESH VERMA/7438106088,,850.00,5742053.89
20/03/2024,20/03/2024,UPI/CR/236374413385/SAVITHA DEVI/ICIC0272108/savitha720@ybl,,11200.00,5753253.89
20/03/2024,21/03/2024,NEFT/769874467210/GEETA DEVI/ICIC0272108/02648723373615,2380.00,,5750873.89
20/03/2024,20/03/2024,UPI/DR/05869467/MOHAN DAS/ICIC0272108/mohan89@paytm,310.00,,5750563.89
21/03/2024,21/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,5774563.89
21/03/2024,21/03/2024,NEFT/1388080091/ADITYA KUMAR/ICIC0272108/13874165314380,,850.00,5775413.89
21/03/2024,21/03/2024,IMPS/P2P/401106406274/RAMESH GOWDA/8975507818,,4800.00,5780213.89
22/03/2024,22/03/2024,UPI/DR/71752031/ARCHANA PILLAI/ICIC0272108/archana335@paytm,49.00,,5780164.89
22/03/2024,22/03/2024,UPI/DR/21198166/FARHAN KHAN/ICIC0272108/farhan790@okhdfc,2380.00,,5777784.89
22/03/2024,22/03/2024,NEFT/8917061189/RESHMA KHAN/ICIC0272108/21612924914240,850.00,,5776934.89
23/03/2024,23/03/2024,UPI/DR/797537051517/SAVITHA DEVI/ICIC0272108/savitha772@okhdfc,699.00,,5776235.89
23/03/2024,23/03/2024,UPI/DR/4487485346/RAMESH GOWDA/ICIC0272108/ramesh663@ybl,3499.00,,5772736.89
23/03/2024,24/03/2024,UPI/DR/87391870/ANAND KUMAR/ICIC0272108/anand435@okhdfc,120.00,,5772616.89
25/03/2024,26/03/2024,NEFT/2188182232/POOJA SHARMA/ICIC0272108/80156199744083,,7600.00,5780216.89
25/03/2024,25/03/2024,IMPS/P2P/9593505743/DEEPAK JOSHI/9774593728,,7600.00,5787816.89
26/03/2024,27/03/2024,IMPS/P2P/2539666326/NIKHIL GUPTA/8406617613,,2500.00,5790316.89
26/03/2024,27/03/2024,UPI/DR/64696377/SANTOSH KUMAR/ICIC0272108/santosh989@paytm,3499.00,,5786817.89
27/03/2024,27/03/2024,UPI/CR/3993561792/SHAHID KHAN/ICIC0272108/shahid476@okhdfc,,2500.00,5789317.89
27/03/2024,27/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,5790167.89
27/03/2024,27/03/2024,CHQ NO 195674 CLEARING,2380.00,,5787787.89
27/03/2024,27/03/2024,UPI/DR/728506610081/PRAKASH RAO/ICIC0272108/prakash932@oksbi,49.00,,5787738.89
27/03/2024,27/03/2024,NEFT/531043473833/KAVITHA RAO/ICIC0272108/11481364527331,,24000.00,5811738.89
27/03/2024,27/03/2024,NEFT/78672272/IMRAN KHAN/ICIC0272108/92218632313689,,7600.00,5819338.89
28/03/2024,28/03/2024,IMPS/P2P/5954135935/REKHA PILLAI/7037381570,,24000.00,5843338.89
28/03/2024,28/03/2024,NEFT/209095468543/MOHAMMED IRFAN/ICIC0272108/52652857940673,,18500.00,5861838.89
30/03/2024,30/03/2024,UPI/CR/49321299/SMITHA PILLAI/ICIC0272108/smitha95@oksbi,,2500.00,5864338.89
31/03/2024,31/03/2024,CHQ NO 256854 CLEARING,310.00,,5864028.89
31/03/2024,31/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,500.00,5864528.89
31/03/2024,01/04/2024,NEFT/567169846135/LATHA MURTHY/ICIC0272108/53449612141305,,24000.00,5888528.89
31/03/2024,31/03/2024,UPI/DR/9265852375/DIVYA MENON/ICIC0272108/divya719@okhdfc,1250.00,,5887278.89
31/03/2024,01/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,5911278.89
31/03/2024,31/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,5943278.89
31/03/2024,31/03/2024,NEFT/6327320014/RAHUL SINGH/ICIC0272108/32625175947614,2380.00,,5940898.89
31/03/2024,31/03/2024,UPI/DR/934710154343/NIKHIL GUPTA/ICIC0272108/nikhil845@paytm,49.00,,5940849.89
31/03/2024,31/03/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,5964849.89
01/04/2024,01/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,5966049.89
01/04/2024,01/04/2024,CHQ NO 861986 CLEARING,120.00,,5965929.89
01/04/2024,02/04/2024,UPI/DR/171184643323/FATIMA SHEIKH/ICIC0272108/fatima923@ybl,1250.00,,5964679.89
02/04/2024,02/04/2024,UPI/DR/6673834380/REKHA PILLAI/ICIC0272108/rekha752@paytm,449.00,,5964230.89
02/04/2024,02/04/2024,CHQ NO 262793 CLEARING,449.00,,5963781.89
02/04/2024,02/04/2024,ATM/WDL/877600485849/SBI ATM JAYANAGAR BLR,999.00,,5962782.89
02/04/2024,02/04/2024,CHQ NO 209765 CLEARING,3499.00,,5959283.89
02/04/2024,02/04/2024,ATM/WDL/7092697043/CANARA ATM MYSURU,850.00,,5958433.89
03/04/2024,03/04/2024,UPI/DR/922740476369/GEETA DEVI/ICIC0272108/geeta114@oksbi,1680.00,,5956753.89
03/04/2024,03/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,5988753.89
03/04/2024,03/04/2024,UPI/DR/13769900/MALLIKA DAS/ICIC0272108/mallika589@okhdfc,699.00,,5988054.89
03/04/2024,03/04/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,5999254.89
