Date,Particulars,Debit,Credit,Balance
28/05/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,2262124.29
29/05/2023,NEFT/4692713181/HARISH MENON/CNRB0226879/09141054509443,3499.00,,2258625.29
29/05/2023,UPI/DR/14810872/ARCHANA PILLAI/CNRB0226879/archana118@okhdfc,2380.00,,2256245.29
29/05/2023,IMPS/P2P/364873922579/GANESH KUMAR/8730808424,,500.00,2256745.29
30/05/2023,NEFT/8030548825/SUSHMA RAO/CNRB0226879/59310486223005,249.00,,2256496.29
31/05/2023,UPI/CR/3791060237/RESHMA KHAN/CNRB0226879/reshma277@oksbi,,18500.00,2274996.29
31/05/2023,UPI/DR/8925572092/BABU LAL/CNRB0226879/babu579@paytm,1250.00,,2273746.29
31/05/2023,NEFT/0948462914/ADITYA KUMAR/CNRB0226879/22083724730604,,18500.00,2292246.29
31/05/2023,ATM/WDL/017692726355/CANARA ATM MYSURU,850.00,,2291396.29
31/05/2023,UPI/DR/17103988/VINAY PATIL/CNRB0226879/vinay407@okhdfc,2380.00,,2289016.29
31/05/2023,CHQ NO 587627 CLEARING,7800.00,,2281216.29
01/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,2292416.29
03/06/2023,UPI/DR/18323145/SUNIL YADAV/CNRB0226879/sunil307@paytm,850.00,,2291566.29
03/06/2023,UPI/DR/5285864211/ARUN SHARMA/CNRB0226879/arun85@okaxis,850.00,,2290716.29
03/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,4800.00,2295516.29
05/06/2023,UPI/DR/3314659775/DEEPA NAIR/CNRB0226879/deepa541@paytm,2380.00,,2293136.29
05/06/2023,CHQ NO 681868 CLEARING,3499.00,,2289637.29
06/06/2023,CHQ NO 284657 CLEARING,1250.00,,2288387.29
06/06/2023,UPI/DR/5722049308/RAHUL SINGH/CNRB0226879/rahul861@ybl,699.00,,2287688.29
06/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,2306188.29
07/06/2023,UPI/CR/0535771537/LALITHA DEVI/CNRB0226879/lalitha887@oksbi,,2500.00,2308688.29
07/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,2319888.29
07/06/2023,UPI/DR/0553132321/MALLIKA DAS/CNRB0226879/mallika466@okhdfc,850.00,,2319038.29
08/06/2023,UPI/DR/9410861697/LALITHA DEVI/CNRB0226879/lalitha597@ybl,1680.00,,2317358.29
10/06/2023,NEFT/18752671/REKHA PILLAI/CNRB0226879/74510110280374,3499.00,,2313859.29
11/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,2345859.29
11/06/2023,CHQ NO 399216 CLEARING,120.00,,2345739.29
12/06/2023,UPI/DR/21105622/LAKSHMI VENKAT/CNRB0226879/lakshmi918@okhdfc,79.00,,2345660.29
13/06/2023,NEFT/95610844/MALLIKA DAS/CNRB0226879/87052095766339,310.00,,2345350.29
13/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,2345850.29
13/06/2023,UPI/DR/10108149/VENKAT RAO/CNRB0226879/venkat690@paytm,49.00,,2345801.29
13/06/2023,CHQ NO 905457 CLEARING,449.00,,2345352.29
13/06/2023,UPI/CR/289281090026/SANTOSH KUMAR/CNRB0226879/santosh51@ybl,,850.00,2346202.29
14/06/2023,ATM/WDL/254510062588/HDFC ATM KORAMANGALA,1250.00,,2344952.29
14/06/2023,NEFT/59056343/TARA SINGH/CNRB0226879/17842650170328,,18500.00,2363452.29
14/06/2023,UPI/DR/023358209443/ROHIT SHARMA/CNRB0226879/rohit516@paytm,1680.00,,2361772.29
15/06/2023,ATM/WDL/93432930/HDFC ATM KORAMANGALA,7800.00,,2353972.29
15/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,4800.00,2358772.29
16/06/2023,ATM/WDL/18774819/SBI ATM JAYANAGAR BLR,3499.00,,2355273.29
16/06/2023,UPI/DR/94731712/HARISH MENON/CNRB0226879/harish996@paytm,310.00,,2354963.29
17/06/2023,NEFT/5310517652/RAJESH VERMA/CNRB0226879/44590521200530,,500.00,2355463.29
17/06/2023,UPI/DR/1252103964/POOJA SHARMA/CNRB0226879/pooja943@ybl,249.00,,2355214.29
18/06/2023,NEFT/9034489994/PADMA RAO/CNRB0226879/37299986810713,,2500.00,2357714.29
18/06/2023,UPI/DR/0127649963/SUNITA DEVI/CNRB0226879/sunita656@paytm,7800.00,,2349914.29
18/06/2023,UPI/CR/41538655/DEEPA NAIR/CNRB0226879/deepa713@okhdfc,,24000.00,2373914.29
19/06/2023,UPI/CR/470468126546/ADITYA KUMAR/CNRB0226879/aditya488@oksbi,,1200.00,2375114.29
19/06/2023,ATM/WDL/68790195/CANARA ATM MYSURU,3499.00,,2371615.29
19/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,2374115.29
20/06/2023,IMPS/P2P/994242697467/MOHAN DAS/8889883942,,24000.00,2398115.29
20/06/2023,UPI/DR/5765061288/CHANDAN SHARMA/CNRB0226879/chandan759@paytm,699.00,,2397416.29
21/06/2023,NEFT/999935382819/VIKRAM NAIR/CNRB0226879/09645705771812,,500.00,2397916.29
21/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,2500.00,2400416.29
21/06/2023,IMPS/P2P/772581300962/SURESH BABU/9801906541,,1200.00,2401616.29
22/06/2023,UPI/DR/31681249/KAVERI MENON/CNRB0226879/kaveri743@okaxis,7800.00,,2393816.29
22/06/2023,UPI/DR/899756034137/LATHA MURTHY/CNRB0226879/latha551@paytm,2380.00,,2391436.29
22/06/2023,UPI/CR/781296377893/MEERA PILLAI/CNRB0226879/meera63@ybl,,32000.00,2423436.29
22/06/2023,NEFT/0767705838/TARA SINGH/CNRB0226879/05905923220358,1680.00,,2421756.29
22/06/2023,UPI/CR/451855756238/POOJA SHARMA/CNRB0226879/pooja544@paytm,,32000.00,2453756.29
23/06/2023,CHQ NO 821905 CLEARING,2380.00,,2451376.29
24/06/2023,CHQ NO 421479 CLEARING,449.00,,2450927.29
24/06/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,2451427.29
25/06/2023,UPI/DR/8461936417/DIVYA MENON/CNRB0226879/divya590@paytm,449.00,,2450978.29
25/06/2023,UPI/DR/643577526277/REKHA PILLAI/CNRB0226879/rekha140@paytm,249.00,,2450729.29
25/06/2023,NEFT/942959060138/RAJESH VERMA/CNRB0226879/97280998566216,,32000.00,2482729.29
26/06/2023,UPI/DR/224019492670/GANESH KUMAR/CNRB0226879/ganesh258@okaxis,120.00,,2482609.29
27/06/2023,UPI/DR/305664198729/MEENA IYER/CNRB0226879/meena463@oksbi,5200.00,,2477409.29
27/06/2023,UPI/CR/667174275540/PRAKASH RAO/CNRB0226879/prakash487@paytm,,2500.00,2479909.29
28/06/2023,UPI/DR/190146124850/ANITHA KRISHNAN/CNRB0226879/anitha127@ybl,5200.00,,2474709.29
29/06/2023,UPI/DR/66383177/SANJANA HEGDE/CNRB0226879/sanjana531@paytm,2380.00,,2472329.29
29/06/2023,CHQ NO 935511 CLEARING,449.00,,2471880.29
30/06/2023,UPI/DR/339113251043/RANJIT SINGH/CNRB0226879/ranjit250@paytm,850.00,,2471030.29
30/06/2023,NEFT/805675343894/NILESH KULKARNI/CNRB0226879/10560180814840,,32000.00,2503030.29
30/06/2023,ATM/WDL/131996739567/CANARA ATM MYSURU,3499.00,,2499531.29
30/06/2023,UPI/CR/256751035980/KAVYA REDDY/CNRB0226879/kavya525@paytm,,32000.00,2531531.29
30/06/2023,NEFT/01292131/SURESH BABU/CNRB0226879/95705631492186,,7600.00,2539131.29
01/07/2023,ATM/WDL/254199727345/CANARA ATM MYSURU,699.00,,2538432.29
01/07/2023,UPI/DR/72600665/DEEPA NAIR/CNRB0226879/deepa281@okhdfc,2380.00,,2536052.29
01/07/2023,NEFT/823547960311/SANTOSH KUMAR/CNRB0226879/20937622226904,79.00,,2535973.29
01/07/2023,ATM/WDL/21743469/CANARA ATM MYSURU,1680.00,,2534293.29
02/07/2023,CHQ NO 376177 CLEARING,7800.00,,2526493.29
02/07/2023,IMPS/P2P/528041771034/PADMA RAO/9069863496,,500.00,2526993.29
02/07/2023,NEFT/9299168593/BABU LAL/CNRB0226879/43387635282155,,11200.00,2538193.29
02/07/2023,NEFT/9457532392/MEENA IYER/CNRB0226879/55946937067728,1250.00,,2536943.29
03/07/2023,CHQ NO 467232 CLEARING,699.00,,2536244.29
03/07/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,18500.00,2554744.29
03/07/2023,UPI/DR/1421150038/TARA SINGH/CNRB0226879/tara508@okaxis,120.00,,2554624.29
03/07/2023,UPI/CR/446540425788/SURESH BABU/CNRB0226879/suresh787@okhdfc,,32000.00,2586624.29
04/07/2023,UPI/CR/7118211880/KAVYA REDDY/CNRB0226879/kavya809@okaxis,,32000.00,2618624.29
05/07/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,2619124.29
05/07/2023,UPI/DR/754210341176/POOJA SHARMA/CNRB0226879/pooja868@okhdfc,49.00,,2619075.29
05/07/2023,UPI/DR/4302845066/CHANDAN SHARMA/CNRB0226879/chandan648@ybl,49.00,,2619026.29
06/07/2023,NEFT/0433616853/SANJANA HEGDE/CNRB0226879/03637561629164,,500.00,2619526.29
06/07/2023,UPI/CR/0742587737/FATIMA SHEIKH/CNRB0226879/fatima417@okaxis,,32000.00,2651526.29
07/07/2023,NEFT/6466707751/FARHAN KHAN/CNRB0226879/91644302027347,249.00,,2651277.29
07/07/2023,NEFT/025442103037/GEETA DEVI/CNRB0226879/33054033564276,310.00,,2650967.29
07/07/2023,UPI/CR/396560046679/ADITYA KUMAR/CNRB0226879/aditya835@okhdfc,,11200.00,2662167.29
07/07/2023,NEFT/2737547585/MOHAMMED IRFAN/CNRB0226879/20745551223379,850.00,,2661317.29
08/07/2023,ATM/WDL/5518088653/SBI ATM JAYANAGAR BLR,999.00,,2660318.29
08/07/2023,NEFT/07197356/ARJUN MEHTA/CNRB0226879/73609111855334,1250.00,,2659068.29
08/07/2023,ATM/WDL/068104161437/CANARA ATM MYSURU,7800.00,,2651268.29
09/07/2023,ATM/WDL/2504157367/SBI ATM JAYANAGAR BLR,850.00,,2650418.29
10/07/2023,UPI/DR/56912796/RAHUL SINGH/CNRB0226879/rahul643@oksbi,7800.00,,2642618.29
10/07/2023,ATM/WDL/902339656361/CANARA ATM MYSURU,7800.00,,2634818.29
10/07/2023,CHQ NO 073135 CLEARING,120.00,,2634698.29
11/07/2023,IMPS/P2P/1154163653/RAHUL SINGH/7602065272,,1200.00,2635898.29
11/07/2023,UPI/CR/8528281996/RESHMA KHAN/CNRB0226879/reshma852@ybl,,850.00,2636748.29
12/07/2023,NEFT/21636169/GEETA DEVI/CNRB0226879/06672271093691,2380.00,,2634368.29
13/07/2023,CHQ NO 729730 CLEARING,999.00,,2633369.29
13/07/2023,NEFT/1606549391/SUNIL YADAV/CNRB0226879/14962998739743,,1200.00,2634569.29
14/07/2023,UPI/DR/469164067522/IMRAN KHAN/CNRB0226879/imran606@oksbi,999.00,,2633570.29
14/07/2023,ATM/WDL/250786288214/SBI ATM JAYANAGAR BLR,999.00,,2632571.29
15/07/2023,UPI/DR/844615080201/MOHAN DAS/CNRB0226879/mohan709@okaxis,2380.00,,2630191.29
15/07/2023,UPI/DR/44646400/KAVITHA RAO/CNRB0226879/kavitha309@ybl,120.00,,2630071.29
16/07/2023,NEFT/609846413444/PREETHI IYER/CNRB0226879/37682485939127,,850.00,2630921.29
16/07/2023,UPI/DR/534146710359/SHAHID KHAN/CNRB0226879/shahid67@oksbi,699.00,,2630222.29
16/07/2023,NEFT/652078881180/KARTHIK MENON/CNRB0226879/04188302774846,,7600.00,2637822.29
16/07/2023,UPI/DR/66613066/SANJANA HEGDE/CNRB0226879/sanjana526@okhdfc,310.00,,2637512.29
17/07/2023,UPI/DR/34323569/NADIA HUSSAIN/CNRB0226879/nadia31@okhdfc,999.00,,2636513.29
17/07/2023,ATM/WDL/74220583/HDFC ATM KORAMANGALA,699.00,,2635814.29
17/07/2023,NEFT/428393926757/VINAY PATIL/CNRB0226879/81516499963512,5200.00,,2630614.29
17/07/2023,UPI/DR/8366299813/NILESH KULKARNI/CNRB0226879/nilesh302@paytm,310.00,,2630304.29
18/07/2023,NEFT/95114512/SUSHMA RAO/CNRB0226879/51490484346753,,2500.00,2632804.29
18/07/2023,IMPS/P2P/14054246/SURESH NAIR/8838881499,,1200.00,2634004.29
19/07/2023,UPI/DR/823985945670/KIRAN REDDY/CNRB0226879/kiran823@paytm,1680.00,,2632324.29
19/07/2023,UPI/DR/04324379/PREETHI IYER/CNRB0226879/preethi524@okhdfc,999.00,,2631325.29
19/07/2023,CHQ NO 659799 CLEARING,79.00,,2631246.29
20/07/2023,NEFT/44446942/SUNIL YADAV/CNRB0226879/14970002819298,,32000.00,2663246.29
20/07/2023,ATM/WDL/1911214023/HDFC ATM KORAMANGALA,249.00,,2662997.29
20/07/2023,CHQ NO 987280 CLEARING,1250.00,,2661747.29
20/07/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,2685747.29
20/07/2023,NEFT/3192592698/PRIYA NAIR/CNRB0226879/79414382892716,5200.00,,2680547.29
22/07/2023,UPI/CR/69147486/SUNIL YADAV/CNRB0226879/sunil314@okaxis,,850.00,2681397.29
22/07/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,2692597.29
22/07/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,2693097.29
22/07/2023,NEFT/5927043766/KAVERI MENON/CNRB0226879/28033761422766,,2500.00,2695597.29
23/07/2023,CHQ NO 196675 CLEARING,699.00,,2694898.29
24/07/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,2718898.29
24/07/2023,UPI/CR/90355039/DEEPAK JOSHI/CNRB0226879/deepak799@ybl,,7600.00,2726498.29
25/07/2023,UPI/DR/618809004066/DIVYA MENON/CNRB0226879/divya427@oksbi,1680.00,,2724818.29
25/07/2023,CHQ NO 625290 CLEARING,7800.00,,2717018.29
25/07/2023,UPI/DR/87081493/NAVEEN KUMAR/CNRB0226879/naveen244@okhdfc,850.00,,2716168.29
25/07/2023,UPI/DR/18070627/PRIYA NAIR/CNRB0226879/priya136@oksbi,79.00,,2716089.29
25/07/2023,UPI/DR/354491633568/RAJESH VERMA/CNRB0226879/rajesh543@okhdfc,120.00,,2715969.29
26/07/2023,IMPS/P2P/5820330761/RAVI KUMAR SHARMA/8478203580,,4800.00,2720769.29
27/07/2023,UPI/DR/288899507587/SAVITHA DEVI/CNRB0226879/savitha43@okaxis,120.00,,2720649.29
27/07/2023,UPI/DR/94039341/RAMESH GOWDA/CNRB0226879/ramesh977@okhdfc,699.00,,2719950.29
28/07/2023,UPI/DR/04561349/RAMESH PILLAI/CNRB0226879/ramesh636@okhdfc,310.00,,2719640.29
28/07/2023,UPI/DR/76275957/ANAND KUMAR/CNRB0226879/anand594@ybl,999.00,,2718641.29
28/07/2023,NEFT/459586327113/MOHAMMED IRFAN/CNRB0226879/98785683470285,249.00,,2718392.29
28/07/2023,ATM/WDL/290397906819/HDFC ATM KORAMANGALA,49.00,,2718343.29
29/07/2023,ATM/WDL/142724618148/HDFC ATM KORAMANGALA,449.00,,2717894.29
29/07/2023,CHQ NO 460699 CLEARING,249.00,,2717645.29
30/07/2023,ATM/WDL/112476814777/SBI ATM JAYANAGAR BLR,1680.00,,2715965.29
30/07/2023,CHQ NO 699287 CLEARING,7800.00,,2708165.29
30/07/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,4800.00,2712965.29
30/07/2023,UPI/CR/47232713/KAVITHA RAO/CNRB0226879/kavitha676@paytm,,4800.00,2717765.29
30/07/2023,UPI/DR/349731276486/GOPAL VERMA/CNRB0226879/gopal739@okhdfc,449.00,,2717316.29
31/07/2023,NEFT/696887174328/REKHA PILLAI/CNRB0226879/74255693106394,120.00,,2717196.29
31/07/2023,UPI/DR/8133089609/VENKAT RAO/CNRB0226879/venkat718@ybl,3499.00,,2713697.29
31/07/2023,ATM/WDL/263334555778/HDFC ATM KORAMANGALA,699.00,,2712998.29
01/08/2023,UPI/DR/051793121733/MOHAN DAS/CNRB0226879/mohan973@okaxis,310.00,,2712688.29
01/08/2023,NEFT/8290505250/SURESH NAIR/CNRB0226879/01290205681075,249.00,,2712439.29
02/08/2023,UPI/DR/78074305/POOJA SHARMA/CNRB0226879/pooja307@paytm,1680.00,,2710759.29
02/08/2023,NEFT/497005171310/USHA RANI/CNRB0226879/05724354907813,2380.00,,2708379.29
02/08/2023,UPI/DR/0318320416/PRIYA NAIR/CNRB0226879/priya168@oksbi,310.00,,2708069.29
03/08/2023,UPI/DR/0128679902/FATIMA SHEIKH/CNRB0226879/fatima884@ybl,699.00,,2707370.29
05/08/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,2739370.29
05/08/2023,NEFT/427563689621/REKHA PILLAI/CNRB0226879/55429030382427,,500.00,2739870.29
05/08/2023,CHQ NO 789991 CLEARING,850.00,,2739020.29
05/08/2023,NEFT/33721510/BINDHU NAIR/CNRB0226879/26937556086819,,850.00,2739870.29
06/08/2023,ATM/WDL/79442538/HDFC ATM KORAMANGALA,1680.00,,2738190.29
06/08/2023,ATM/WDL/88775697/SBI ATM JAYANAGAR BLR,699.00,,2737491.29
07/08/2023,UPI/DR/710643413457/ANAND KUMAR/CNRB0226879/anand98@ybl,79.00,,2737412.29
07/08/2023,ATM/WDL/38056397/HDFC ATM KORAMANGALA,850.00,,2736562.29
08/08/2023,NEFT/056102853548/NIKHIL GUPTA/CNRB0226879/61967433055362,,850.00,2737412.29
09/08/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,4800.00,2742212.29
09/08/2023,ATM/WDL/4723906582/SBI ATM JAYANAGAR BLR,49.00,,2742163.29
10/08/2023,NEFT/9298993608/DEEPAK JOSHI/CNRB0226879/89169703096875,,4800.00,2746963.29
11/08/2023,IMPS/P2P/329077691421/FARHAN KHAN/7039442543,,32000.00,2778963.29
12/08/2023,UPI/DR/4959127964/FARHAN KHAN/CNRB0226879/farhan504@oksbi,3499.00,,2775464.29
13/08/2023,IMPS/P2P/125777745398/MOHAN DAS/9057148389,,24000.00,2799464.29
13/08/2023,IMPS/P2P/3400014627/NILESH KULKARNI/8118359644,,850.00,2800314.29
14/08/2023,ATM/WDL/0128740409/SBI ATM JAYANAGAR BLR,3499.00,,2796815.29
14/08/2023,CHQ NO 670826 CLEARING,2380.00,,2794435.29
14/08/2023,NEFT/6288478474/DIVYA MENON/CNRB0226879/19431265218249,,24000.00,2818435.29
15/08/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,2829635.29
15/08/2023,UPI/DR/99060110/RAVI KUMAR SHARMA/CNRB0226879/ravi49@paytm,249.00,,2829386.29
15/08/2023,UPI/DR/20811249/KAVYA REDDY/CNRB0226879/kavya493@okaxis,1680.00,,2827706.29
15/08/2023,NEFT/45760143/ARCHANA PILLAI/CNRB0226879/84573307252682,,500.00,2828206.29
16/08/2023,UPI/DR/077156642802/SUNITA DEVI/CNRB0226879/sunita379@oksbi,310.00,,2827896.29
16/08/2023,UPI/DR/629056657807/MEENA IYER/CNRB0226879/meena19@okhdfc,49.00,,2827847.29
16/08/2023,CHQ NO 565661 CLEARING,7800.00,,2820047.29
16/08/2023,UPI/DR/66628351/SANTOSH KUMAR/CNRB0226879/santosh831@okhdfc,1680.00,,2818367.29
17/08/2023,NEFT/609079986477/AYESHA KHAN/CNRB0226879/29118052110873,79.00,,2818288.29
17/08/2023,IMPS/P2P/906869206059/HARISH MENON/7423944637,,7600.00,2825888.29
17/08/2023,CHQ NO 549130 CLEARING,7800.00,,2818088.29
18/08/2023,NEFT/4227026996/SANJANA HEGDE/CNRB0226879/14195950479112,,850.00,2818938.29
19/08/2023,UPI/DR/12938537/RESHMA KHAN/CNRB0226879/reshma657@oksbi,2380.00,,2816558.29
19/08/2023,UPI/CR/784826070660/LAKSHMI VENKAT/CNRB0226879/lakshmi137@okhdfc,,24000.00,2840558.29
20/08/2023,CHQ NO 012679 CLEARING,449.00,,2840109.29
21/08/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,7600.00,2847709.29
21/08/2023,UPI/DR/11725849/GEETA DEVI/CNRB0226879/geeta420@okaxis,310.00,,2847399.29
21/08/2023,NEFT/355021655477/ADITYA KUMAR/CNRB0226879/70265217136002,,1200.00,2848599.29
21/08/2023,UPI/DR/23066046/MOHAMMED IRFAN/CNRB0226879/mohammed696@okaxis,699.00,,2847900.29
21/08/2023,NEFT/4305440916/SUNITA DEVI/CNRB0226879/95243494920246,,2500.00,2850400.29
21/08/2023,UPI/CR/86375128/MEERA PILLAI/CNRB0226879/meera568@oksbi,,2500.00,2852900.29
21/08/2023,ATM/WDL/091986138250/HDFC ATM KORAMANGALA,7800.00,,2845100.29
21/08/2023,UPI/DR/261931998802/SUNIL YADAV/CNRB0226879/sunil809@ybl,999.00,,2844101.29
22/08/2023,UPI/DR/69675272/KIRAN REDDY/CNRB0226879/kiran480@ybl,3499.00,,2840602.29
22/08/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,24000.00,2864602.29
22/08/2023,UPI/DR/142803142533/LATHA MURTHY/CNRB0226879/latha226@ybl,120.00,,2864482.29
24/08/2023,ATM/WDL/20865914/HDFC ATM KORAMANGALA,1680.00,,2862802.29
24/08/2023,CHQ NO 257159 CLEARING,3499.00,,2859303.29
24/08/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,1200.00,2860503.29
24/08/2023,CHQ NO 618604 CLEARING,120.00,,2860383.29
25/08/2023,NEFT/010154541207/SUNITA DEVI/CNRB0226879/52172182486600,249.00,,2860134.29
25/08/2023,UPI/DR/39121090/KIRAN REDDY/CNRB0226879/kiran33@okhdfc,1680.00,,2858454.29
25/08/2023,NEFT/565682542716/PRIYA NAIR/CNRB0226879/62257619416450,,18500.00,2876954.29
25/08/2023,NEFT/091674025628/NILESH KULKARNI/CNRB0226879/60079693618507,449.00,,2876505.29
25/08/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,32000.00,2908505.29
25/08/2023,NEFT/4479096854/KIRAN REDDY/CNRB0226879/61592682570981,,2500.00,2911005.29
26/08/2023,UPI/DR/93674852/VENKAT RAO/CNRB0226879/venkat388@okhdfc,699.00,,2910306.29
26/08/2023,CHQ NO 222828 CLEARING,79.00,,2910227.29
26/08/2023,ATM/WDL/14514807/SBI ATM JAYANAGAR BLR,5200.00,,2905027.29
27/08/2023,NEFT/51986700/RAVI KUMAR SHARMA/CNRB0226879/38070240972994,120.00,,2904907.29
27/08/2023,UPI/DR/5964723147/SHAHID KHAN/CNRB0226879/shahid162@ybl,850.00,,2904057.29
28/08/2023,NEFT/99171514/DEEPA NAIR/CNRB0226879/77002207373789,5200.00,,2898857.29
28/08/2023,UPI/CR/657727276392/PRIYA NAIR/CNRB0226879/priya434@ybl,,7600.00,2906457.29
28/08/2023,NEFT/57487827/RANJIT SINGH/CNRB0226879/75669602223212,2380.00,,2904077.29
28/08/2023,CHQ NO 514797 CLEARING,249.00,,2903828.29
29/08/2023,NEFT/97289959/PRAKASH RAO/CNRB0226879/65984347613333,,4800.00,2908628.29
30/08/2023,UPI/CR/871446309796/SNEHA PATIL/CNRB0226879/sneha475@ybl,,7600.00,2916228.29
30/08/2023,NEFT/757414521852/LATHA MURTHY/CNRB0226879/89689843036255,,18500.00,2934728.29
30/08/2023,NEFT/716596427390/LALITHA DEVI/CNRB0226879/48373637673561,999.00,,2933729.29
31/08/2023,NEFT/029979657567/KAVITHA RAO/CNRB0226879/94391386829736,999.00,,2932730.29
31/08/2023,UPI/CR/0875469151/PADMA RAO/CNRB0226879/padma316@okhdfc,,18500.00,2951230.29
31/08/2023,CHQ NO 458880 CLEARING,1250.00,,2949980.29
02/09/2023,UPI/CR/142405854466/NIKHIL GUPTA/CNRB0226879/nikhil908@okaxis,,500.00,2950480.29
02/09/2023,NEFT/182301046846/RAMESH PILLAI/CNRB0226879/13854009512019,3499.00,,2946981.29
02/09/2023,NEFT/27920183/ARUN SHARMA/CNRB0226879/59598258197909,249.00,,2946732.29
02/09/2023,UPI/DR/63673091/REKHA PILLAI/CNRB0226879/rekha711@ybl,1680.00,,2945052.29
02/09/2023,NEFT/043502045107/ARUN SHARMA/CNRB0226879/68474534259101,3499.00,,2941553.29
02/09/2023,IMPS/P2P/790023570432/LATHA MURTHY/7148487672,,2500.00,2944053.29
02/09/2023,NEFT/0843654653/LALITHA DEVI/CNRB0226879/44508513207216,,18500.00,2962553.29
03/09/2023,NEFT/79824092/SMITHA PILLAI/CNRB0226879/08922343247595,2380.00,,2960173.29
04/09/2023,IMPS/P2P/25244417/SURESH BABU/7866625235,,18500.00,2978673.29
04/09/2023,UPI/CR/7240276659/MEERA PILLAI/CNRB0226879/meera294@okaxis,,1200.00,2979873.29
04/09/2023,ATM/WDL/93862613/SBI ATM JAYANAGAR BLR,1680.00,,2978193.29
04/09/2023,NEFT/2225335933/RANJIT SINGH/CNRB0226879/30594098930284,,7600.00,2985793.29
05/09/2023,NEFT/56391598/VENKAT RAO/CNRB0226879/52650872212611,,11200.00,2996993.29
06/09/2023,CHQ NO 508216 CLEARING,79.00,,2996914.29
06/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,500.00,2997414.29
06/09/2023,NEFT/4883628506/VIKRAM NAIR/CNRB0226879/63130640577114,,7600.00,3005014.29
07/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,7600.00,3012614.29
07/09/2023,ATM/WDL/95003800/CANARA ATM MYSURU,1250.00,,3011364.29
08/09/2023,IMPS/P2P/6495379702/ARUN SHARMA/7364924463,,2500.00,3013864.29
08/09/2023,NEFT/48724783/VINAY PATIL/CNRB0226879/49785111555684,2380.00,,3011484.29
09/09/2023,ATM/WDL/2586749415/SBI ATM JAYANAGAR BLR,79.00,,3011405.29
09/09/2023,NEFT/38926526/DEEPA NAIR/CNRB0226879/79906662583222,310.00,,3011095.29
09/09/2023,CHQ NO 239789 CLEARING,699.00,,3010396.29
09/09/2023,UPI/CR/580735848498/GEETA DEVI/CNRB0226879/geeta664@okhdfc,,11200.00,3021596.29
10/09/2023,UPI/CR/252815994720/VINAY PATIL/CNRB0226879/vinay842@okaxis,,11200.00,3032796.29
10/09/2023,CHQ NO 470910 CLEARING,850.00,,3031946.29
11/09/2023,ATM/WDL/501244411405/CANARA ATM MYSURU,249.00,,3031697.29
11/09/2023,UPI/DR/9448773174/LAKSHMI VENKAT/CNRB0226879/lakshmi922@oksbi,249.00,,3031448.29
11/09/2023,UPI/DR/72551189/MALLIKA DAS/CNRB0226879/mallika945@okhdfc,310.00,,3031138.29
12/09/2023,UPI/DR/76933904/ARUN SHARMA/CNRB0226879/arun560@okhdfc,249.00,,3030889.29
12/09/2023,CASH DEPOSIT/BRANCH COUNTER/MALLESWARAM BENGALURU,,11200.00,3042089.29
12/09/2023,UPI/CR/459301584578/SUNIL YADAV/CNRB0226879/sunil724@ybl,,32000.00,3074089.29
