Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
25/02/2024,26/02/2024,UPI/DR/23721837/GOPAL VERMA/SBIN0684317/gopal105@paytm,TXN0261072,2380.00,,9077818.00
25/02/2024,25/02/2024,UPI/CR/6612437261/ARUN SHARMA/SBIN0684317/arun881@paytm,TXN0261073,,24000.00,9101818.00
25/02/2024,25/02/2024,NEFT/80426051/SAVITHA DEVI/SBIN0684317/61239077875747,TXN0261074,79.00,,9101739.00
25/02/2024,25/02/2024,ATM/WDL/696134218772/SBI ATM JAYANAGAR BLR,TXN0261075,49.00,,9101690.00
25/02/2024,25/02/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261076,,500.00,9102190.00
25/02/2024,25/02/2024,UPI/DR/0599538509/NILESH KULKARNI/SBIN0684317/nilesh446@paytm,TXN0261077,999.00,,9101191.00
25/02/2024,26/02/2024,UPI/CR/99617219/KAVYA REDDY/SBIN0684317/kavya760@paytm,TXN0261078,,11200.00,9112391.00
26/02/2024,26/02/2024,UPI/DR/365291623909/ROHIT SHARMA/SBIN0684317/rohit375@paytm,TXN0261079,310.00,,9112081.00
26/02/2024,27/02/2024,IMPS/P2P/36910205/RAMESH GOWDA/9489951146,TXN0261080,,4800.00,9116881.00
27/02/2024,27/02/2024,UPI/DR/736711959170/SURESH NAIR/SBIN0684317/suresh619@okhdfc,TXN0261081,310.00,,9116571.00
27/02/2024,27/02/2024,NEFT/96840722/KAVYA REDDY/SBIN0684317/68540145585200,TXN0261082,310.00,,9116261.00
27/02/2024,27/02/2024,UPI/CR/8358747979/BABU LAL/SBIN0684317/babu826@okaxis,TXN0261083,,1200.00,9117461.00
27/02/2024,28/02/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261084,,2500.00,9119961.00
27/02/2024,27/02/2024,UPI/DR/09570495/VIKRAM NAIR/SBIN0684317/vikram769@paytm,TXN0261085,3499.00,,9116462.00
27/02/2024,27/02/2024,UPI/DR/03558596/SHAHID KHAN/SBIN0684317/shahid80@okhdfc,TXN0261086,449.00,,9116013.00
28/02/2024,28/02/2024,UPI/DR/510233095102/NILESH KULKARNI/SBIN0684317/nilesh396@ybl,TXN0261087,999.00,,9115014.00
28/02/2024,28/02/2024,UPI/DR/111098501653/AYESHA KHAN/SBIN0684317/ayesha721@paytm,TXN0261088,79.00,,9114935.00
28/02/2024,28/02/2024,CHQ NO 083497 CLEARING,TXN0261089,449.00,,9114486.00
28/02/2024,28/02/2024,CHQ NO 519747 CLEARING,TXN0261090,49.00,,9114437.00
28/02/2024,29/02/2024,NEFT/4399421050/SHEELA DEVI/SBIN0684317/23459255835148,TXN0261091,,7600.00,9122037.00
28/02/2024,29/02/2024,NEFT/939150855992/ARCHANA PILLAI/SBIN0684317/72715167972402,TXN0261092,249.00,,9121788.00
28/02/2024,29/02/2024,UPI/DR/255279323098/GOPAL VERMA/SBIN0684317/gopal53@ybl,TXN0261093,310.00,,9121478.00
28/02/2024,28/02/2024,CHQ NO 627998 CLEARING,TXN0261094,850.00,,9120628.00
28/02/2024,28/02/2024,UPI/DR/1361968767/KAVERI MENON/SBIN0684317/kaveri815@paytm,TXN0261095,120.00,,9120508.00
28/02/2024,28/02/2024,CHQ NO 892250 CLEARING,TXN0261096,79.00,,9120429.00
29/02/2024,29/02/2024,IMPS/P2P/9518928138/SURESH NAIR/7284999105,TXN0261097,,24000.00,9144429.00
29/02/2024,01/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261098,,850.00,9145279.00
29/02/2024,01/03/2024,NEFT/1766196796/PREETHI IYER/SBIN0684317/54216944911510,TXN0261099,5200.00,,9140079.00
29/02/2024,29/02/2024,UPI/DR/073725067276/USHA RANI/SBIN0684317/usha45@okaxis,TXN0261100,3499.00,,9136580.00
01/03/2024,01/03/2024,UPI/CR/913455365975/ADITYA KUMAR/SBIN0684317/aditya691@paytm,TXN0261101,,1200.00,9137780.00
01/03/2024,01/03/2024,NEFT/147160286635/ROHIT SHARMA/SBIN0684317/13370503091726,TXN0261102,,2500.00,9140280.00
01/03/2024,02/03/2024,UPI/CR/4176721988/FARHAN KHAN/SBIN0684317/farhan255@okaxis,TXN0261103,,11200.00,9151480.00
01/03/2024,01/03/2024,UPI/DR/923962963930/PADMA RAO/SBIN0684317/padma436@paytm,TXN0261104,449.00,,9151031.00
01/03/2024,01/03/2024,ATM/WDL/24782240/HDFC ATM KORAMANGALA,TXN0261105,449.00,,9150582.00
01/03/2024,02/03/2024,NEFT/14683547/USHA RANI/SBIN0684317/06997324165414,TXN0261106,,24000.00,9174582.00
01/03/2024,01/03/2024,IMPS/P2P/64614077/REKHA PILLAI/7405639680,TXN0261107,,24000.00,9198582.00
01/03/2024,01/03/2024,IMPS/P2P/33017705/ANAND KUMAR/7914239545,TXN0261108,,2500.00,9201082.00
02/03/2024,03/03/2024,UPI/CR/57658606/PADMA RAO/SBIN0684317/padma345@paytm,TXN0261109,,850.00,9201932.00
02/03/2024,02/03/2024,NEFT/48483301/POOJA SHARMA/SBIN0684317/86668413322359,TXN0261110,,4800.00,9206732.00
02/03/2024,02/03/2024,UPI/DR/79146983/ARJUN MEHTA/SBIN0684317/arjun422@ybl,TXN0261111,249.00,,9206483.00
02/03/2024,02/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261112,,32000.00,9238483.00
03/03/2024,03/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261113,,850.00,9239333.00
03/03/2024,03/03/2024,UPI/DR/3775869332/PRIYA NAIR/SBIN0684317/priya749@oksbi,TXN0261114,120.00,,9239213.00
03/03/2024,03/03/2024,UPI/DR/538172247593/SNEHA PATIL/SBIN0684317/sneha577@okaxis,TXN0261115,1680.00,,9237533.00
03/03/2024,03/03/2024,UPI/CR/765373014033/SAVITHA DEVI/SBIN0684317/savitha436@ybl,TXN0261116,,32000.00,9269533.00
03/03/2024,03/03/2024,UPI/CR/269845802465/SUNITA DEVI/SBIN0684317/sunita725@okaxis,TXN0261117,,1200.00,9270733.00
04/03/2024,04/03/2024,UPI/DR/566286504932/REKHA PILLAI/SBIN0684317/rekha860@okhdfc,TXN0261118,3499.00,,9267234.00
04/03/2024,04/03/2024,UPI/DR/508315035149/ARJUN MEHTA/SBIN0684317/arjun286@paytm,TXN0261119,699.00,,9266535.00
04/03/2024,04/03/2024,UPI/DR/0132123846/ARUN SHARMA/SBIN0684317/arun293@okaxis,TXN0261120,850.00,,9265685.00
04/03/2024,04/03/2024,ATM/WDL/50599367/SBI ATM JAYANAGAR BLR,TXN0261121,79.00,,9265606.00
04/03/2024,04/03/2024,UPI/DR/73282747/RESHMA KHAN/SBIN0684317/reshma714@paytm,TXN0261122,1250.00,,9264356.00
04/03/2024,04/03/2024,NEFT/6682867102/KAVERI MENON/SBIN0684317/12898569091048,TXN0261123,,1200.00,9265556.00
04/03/2024,04/03/2024,UPI/DR/3880430324/DEEPAK JOSHI/SBIN0684317/deepak482@okaxis,TXN0261124,49.00,,9265507.00
05/03/2024,06/03/2024,NEFT/47237938/NIKHIL GUPTA/SBIN0684317/61612384664020,TXN0261125,,7600.00,9273107.00
05/03/2024,05/03/2024,UPI/DR/784590317101/KAVYA REDDY/SBIN0684317/kavya393@okaxis,TXN0261126,3499.00,,9269608.00
05/03/2024,05/03/2024,ATM/WDL/908380348042/HDFC ATM KORAMANGALA,TXN0261127,1250.00,,9268358.00
05/03/2024,05/03/2024,CHQ NO 175404 CLEARING,TXN0261128,310.00,,9268048.00
05/03/2024,05/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261129,,850.00,9268898.00
06/03/2024,06/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261130,,24000.00,9292898.00
06/03/2024,06/03/2024,NEFT/74142964/PREETHI IYER/SBIN0684317/10424499810170,TXN0261131,,4800.00,9297698.00
06/03/2024,06/03/2024,ATM/WDL/25452105/HDFC ATM KORAMANGALA,TXN0261132,5200.00,,9292498.00
06/03/2024,07/03/2024,UPI/DR/3023468631/TARA SINGH/SBIN0684317/tara571@ybl,TXN0261133,999.00,,9291499.00
06/03/2024,07/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261134,,1200.00,9292699.00
06/03/2024,06/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261135,,500.00,9293199.00
06/03/2024,06/03/2024,UPI/DR/731781127246/KAVYA REDDY/SBIN0684317/kavya313@okaxis,TXN0261136,699.00,,9292500.00
07/03/2024,08/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261137,,7600.00,9300100.00
07/03/2024,07/03/2024,UPI/DR/77580342/PREETHI IYER/SBIN0684317/preethi792@okhdfc,TXN0261138,1250.00,,9298850.00
08/03/2024,08/03/2024,CHQ NO 191321 CLEARING,TXN0261139,49.00,,9298801.00
08/03/2024,09/03/2024,UPI/DR/8661760672/SURESH NAIR/SBIN0684317/suresh739@ybl,TXN0261140,7800.00,,9291001.00
08/03/2024,08/03/2024,NEFT/0133228353/KIRAN REDDY/SBIN0684317/51455117791441,TXN0261141,1250.00,,9289751.00
08/03/2024,08/03/2024,UPI/DR/904450848462/LATHA MURTHY/SBIN0684317/latha464@okhdfc,TXN0261142,3499.00,,9286252.00
08/03/2024,08/03/2024,UPI/DR/8391828288/USHA RANI/SBIN0684317/usha271@oksbi,TXN0261143,49.00,,9286203.00
08/03/2024,08/03/2024,IMPS/P2P/171353632374/KIRAN REDDY/8265304343,TXN0261144,,2500.00,9288703.00
08/03/2024,09/03/2024,UPI/DR/09453966/KARTHIK MENON/SBIN0684317/karthik719@paytm,TXN0261145,5200.00,,9283503.00
08/03/2024,08/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261146,,11200.00,9294703.00
09/03/2024,09/03/2024,UPI/DR/08866049/SURESH BABU/SBIN0684317/suresh602@okhdfc,TXN0261147,79.00,,9294624.00
09/03/2024,09/03/2024,UPI/CR/7588370303/SURESH BABU/SBIN0684317/suresh734@ybl,TXN0261148,,24000.00,9318624.00
10/03/2024,10/03/2024,CHQ NO 255101 CLEARING,TXN0261149,850.00,,9317774.00
10/03/2024,10/03/2024,NEFT/464914296320/ARCHANA PILLAI/SBIN0684317/70074798943978,TXN0261150,5200.00,,9312574.00
10/03/2024,11/03/2024,UPI/DR/68648414/KIRAN REDDY/SBIN0684317/kiran691@oksbi,TXN0261151,7800.00,,9304774.00
10/03/2024,10/03/2024,UPI/DR/38923376/NADIA HUSSAIN/SBIN0684317/nadia873@ybl,TXN0261152,120.00,,9304654.00
11/03/2024,11/03/2024,IMPS/P2P/19964920/DIVYA MENON/8250810429,TXN0261153,,500.00,9305154.00
11/03/2024,11/03/2024,NEFT/3630540241/VINAY PATIL/SBIN0684317/28474595146856,TXN0261154,,850.00,9306004.00
11/03/2024,11/03/2024,UPI/CR/805491066714/ANITHA KRISHNAN/SBIN0684317/anitha254@paytm,TXN0261155,,2500.00,9308504.00
11/03/2024,11/03/2024,UPI/DR/02113233/VIKRAM NAIR/SBIN0684317/vikram734@oksbi,TXN0261156,699.00,,9307805.00
11/03/2024,11/03/2024,UPI/DR/7831242489/NAVEEN KUMAR/SBIN0684317/naveen678@okhdfc,TXN0261157,5200.00,,9302605.00
11/03/2024,11/03/2024,UPI/DR/74124884/TARA SINGH/SBIN0684317/tara577@ybl,TXN0261158,49.00,,9302556.00
12/03/2024,12/03/2024,UPI/CR/3476663046/HARISH MENON/SBIN0684317/harish249@oksbi,TXN0261159,,850.00,9303406.00
12/03/2024,13/03/2024,NEFT/026598256935/SNEHA PATIL/SBIN0684317/79419554095870,TXN0261160,449.00,,9302957.00
12/03/2024,13/03/2024,UPI/DR/3961200224/NIKHIL GUPTA/SBIN0684317/nikhil365@ybl,TXN0261161,310.00,,9302647.00
12/03/2024,12/03/2024,IMPS/P2P/379045542175/RAJESH VERMA/8518913543,TXN0261162,,500.00,9303147.00
12/03/2024,12/03/2024,ATM/WDL/693851114591/CANARA ATM MYSURU,TXN0261163,249.00,,9302898.00
12/03/2024,12/03/2024,CHQ NO 728867 CLEARING,TXN0261164,1680.00,,9301218.00
12/03/2024,12/03/2024,IMPS/P2P/706434883563/TANVI RAO/7623886030,TXN0261165,,24000.00,9325218.00
12/03/2024,12/03/2024,CHQ NO 740789 CLEARING,TXN0261166,1680.00,,9323538.00
13/03/2024,13/03/2024,IMPS/P2P/99753290/RAMESH PILLAI/7995349025,TXN0261167,,1200.00,9324738.00
13/03/2024,14/03/2024,UPI/DR/6848703546/RANJIT SINGH/SBIN0684317/ranjit133@paytm,TXN0261168,249.00,,9324489.00
13/03/2024,13/03/2024,UPI/DR/824441150190/PRIYA NAIR/SBIN0684317/priya818@paytm,TXN0261169,850.00,,9323639.00
13/03/2024,13/03/2024,UPI/DR/53960538/ANAND KUMAR/SBIN0684317/anand56@okhdfc,TXN0261170,5200.00,,9318439.00
13/03/2024,13/03/2024,NEFT/388122914086/SUSHMA RAO/SBIN0684317/48144997469314,TXN0261171,,32000.00,9350439.00
13/03/2024,13/03/2024,UPI/DR/682537149638/DIVYA MENON/SBIN0684317/divya422@oksbi,TXN0261172,3499.00,,9346940.00
13/03/2024,14/03/2024,ATM/WDL/9535065084/HDFC ATM KORAMANGALA,TXN0261173,5200.00,,9341740.00
14/03/2024,14/03/2024,CHQ NO 949988 CLEARING,TXN0261174,79.00,,9341661.00
14/03/2024,14/03/2024,NEFT/29983705/FATIMA SHEIKH/SBIN0684317/31313702153188,TXN0261175,,7600.00,9349261.00
14/03/2024,14/03/2024,IMPS/P2P/048822646038/HARISH MENON/8768292859,TXN0261176,,18500.00,9367761.00
14/03/2024,15/03/2024,NEFT/659864838201/RAMESH GOWDA/SBIN0684317/56090177806320,TXN0261177,120.00,,9367641.00
15/03/2024,15/03/2024,NEFT/5019975527/FARHAN KHAN/SBIN0684317/34704002222335,TXN0261178,850.00,,9366791.00
15/03/2024,15/03/2024,ATM/WDL/79166641/HDFC ATM KORAMANGALA,TXN0261179,310.00,,9366481.00
15/03/2024,15/03/2024,UPI/DR/91659084/LATHA MURTHY/SBIN0684317/latha544@oksbi,TXN0261180,5200.00,,9361281.00
15/03/2024,16/03/2024,ATM/WDL/8459737259/SBI ATM JAYANAGAR BLR,TXN0261181,1250.00,,9360031.00
15/03/2024,15/03/2024,NEFT/6700800677/TANVI RAO/SBIN0684317/75049066772494,TXN0261182,,11200.00,9371231.00
15/03/2024,15/03/2024,UPI/DR/005006153225/BINDHU NAIR/SBIN0684317/bindhu749@okaxis,TXN0261183,120.00,,9371111.00
15/03/2024,16/03/2024,CHQ NO 109772 CLEARING,TXN0261184,249.00,,9370862.00
16/03/2024,16/03/2024,UPI/DR/90927898/RAVI KUMAR SHARMA/SBIN0684317/ravi891@okhdfc,TXN0261185,850.00,,9370012.00
16/03/2024,16/03/2024,ATM/WDL/90291164/SBI ATM JAYANAGAR BLR,TXN0261186,1680.00,,9368332.00
16/03/2024,16/03/2024,CHQ NO 621745 CLEARING,TXN0261187,1680.00,,9366652.00
16/03/2024,17/03/2024,NEFT/2631589768/SMITHA PILLAI/SBIN0684317/93397418725086,TXN0261188,,4800.00,9371452.00
17/03/2024,18/03/2024,UPI/DR/6661623303/NILESH KULKARNI/SBIN0684317/nilesh899@oksbi,TXN0261189,2380.00,,9369072.00
17/03/2024,17/03/2024,ATM/WDL/16002005/HDFC ATM KORAMANGALA,TXN0261190,3499.00,,9365573.00
18/03/2024,18/03/2024,CHQ NO 277582 CLEARING,TXN0261191,5200.00,,9360373.00
18/03/2024,18/03/2024,ATM/WDL/2733847223/SBI ATM JAYANAGAR BLR,TXN0261192,249.00,,9360124.00
18/03/2024,18/03/2024,UPI/DR/06549858/RAMESH PILLAI/SBIN0684317/ramesh793@okhdfc,TXN0261193,449.00,,9359675.00
18/03/2024,18/03/2024,UPI/DR/7809511852/KAVITHA RAO/SBIN0684317/kavitha981@oksbi,TXN0261194,249.00,,9359426.00
18/03/2024,18/03/2024,UPI/DR/473744609960/GOPAL VERMA/SBIN0684317/gopal463@oksbi,TXN0261195,79.00,,9359347.00
18/03/2024,18/03/2024,NEFT/67499632/RAMESH GOWDA/SBIN0684317/90070985583379,TXN0261196,1680.00,,9357667.00
18/03/2024,18/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261197,,7600.00,9365267.00
18/03/2024,18/03/2024,UPI/CR/562645772411/RAVI KUMAR SHARMA/SBIN0684317/ravi664@paytm,TXN0261198,,4800.00,9370067.00
19/03/2024,19/03/2024,ATM/WDL/5820476194/SBI ATM JAYANAGAR BLR,TXN0261199,699.00,,9369368.00
19/03/2024,20/03/2024,UPI/DR/365578903753/PRAKASH RAO/SBIN0684317/prakash326@oksbi,TXN0261200,5200.00,,9364168.00
19/03/2024,19/03/2024,UPI/DR/7069007945/PRAKASH RAO/SBIN0684317/prakash397@ybl,TXN0261201,7800.00,,9356368.00
20/03/2024,20/03/2024,NEFT/693149836507/SNEHA PATIL/SBIN0684317/06323039183042,TXN0261202,249.00,,9356119.00
20/03/2024,20/03/2024,UPI/DR/718095554786/RAMESH GOWDA/SBIN0684317/ramesh744@oksbi,TXN0261203,449.00,,9355670.00
20/03/2024,20/03/2024,UPI/DR/5386314722/LATHA MURTHY/SBIN0684317/latha678@ybl,TXN0261204,3499.00,,9352171.00
20/03/2024,21/03/2024,UPI/DR/014989961813/SANTOSH KUMAR/SBIN0684317/santosh369@paytm,TXN0261205,3499.00,,9348672.00
20/03/2024,20/03/2024,CHQ NO 127397 CLEARING,TXN0261206,2380.00,,9346292.00
20/03/2024,20/03/2024,IMPS/P2P/02619059/LAKSHMI VENKAT/7775916864,TXN0261207,,32000.00,9378292.00
20/03/2024,20/03/2024,UPI/DR/20845378/ARUN SHARMA/SBIN0684317/arun84@oksbi,TXN0261208,449.00,,9377843.00
21/03/2024,21/03/2024,CHQ NO 096073 CLEARING,TXN0261209,7800.00,,9370043.00
21/03/2024,22/03/2024,UPI/DR/353934482572/SMITHA PILLAI/SBIN0684317/smitha924@oksbi,TXN0261210,1250.00,,9368793.00
21/03/2024,22/03/2024,UPI/CR/48779417/SURESH BABU/SBIN0684317/suresh58@oksbi,TXN0261211,,1200.00,9369993.00
22/03/2024,22/03/2024,UPI/DR/57911902/NILESH KULKARNI/SBIN0684317/nilesh454@okaxis,TXN0261212,79.00,,9369914.00
22/03/2024,22/03/2024,CHQ NO 101683 CLEARING,TXN0261213,310.00,,9369604.00
22/03/2024,22/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261214,,18500.00,9388104.00
22/03/2024,22/03/2024,UPI/DR/3859775602/RESHMA KHAN/SBIN0684317/reshma240@oksbi,TXN0261215,3499.00,,9384605.00
22/03/2024,23/03/2024,IMPS/P2P/663395578578/KAVERI MENON/8422838686,TXN0261216,,2500.00,9387105.00
23/03/2024,24/03/2024,IMPS/P2P/04634189/SURESH BABU/9230518509,TXN0261217,,11200.00,9398305.00
23/03/2024,23/03/2024,NEFT/111064761236/PRAKASH RAO/SBIN0684317/56696381328891,TXN0261218,,7600.00,9405905.00
23/03/2024,23/03/2024,IMPS/P2P/309381013902/SANTOSH KUMAR/7553671998,TXN0261219,,18500.00,9424405.00
24/03/2024,24/03/2024,CHQ NO 301732 CLEARING,TXN0261220,1680.00,,9422725.00
24/03/2024,24/03/2024,UPI/CR/9070163941/SANJANA HEGDE/SBIN0684317/sanjana880@oksbi,TXN0261221,,4800.00,9427525.00
24/03/2024,24/03/2024,UPI/DR/04826487/ROHIT SHARMA/SBIN0684317/rohit738@ybl,TXN0261222,79.00,,9427446.00
24/03/2024,24/03/2024,CHQ NO 698990 CLEARING,TXN0261223,850.00,,9426596.00
24/03/2024,24/03/2024,ATM/WDL/5053507947/HDFC ATM KORAMANGALA,TXN0261224,699.00,,9425897.00
24/03/2024,24/03/2024,UPI/CR/524334952978/ADITYA KUMAR/SBIN0684317/aditya744@paytm,TXN0261225,,32000.00,9457897.00
24/03/2024,24/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261226,,32000.00,9489897.00
25/03/2024,25/03/2024,NEFT/374251979631/PRIYA NAIR/SBIN0684317/99668486587465,TXN0261227,310.00,,9489587.00
25/03/2024,26/03/2024,IMPS/P2P/5872699566/IMRAN KHAN/7957768668,TXN0261228,,850.00,9490437.00
25/03/2024,25/03/2024,NEFT/9273911631/GOPAL VERMA/SBIN0684317/44927270339003,TXN0261229,,32000.00,9522437.00
25/03/2024,25/03/2024,NEFT/1818960781/SUSHMA RAO/SBIN0684317/13653395162066,TXN0261230,310.00,,9522127.00
25/03/2024,25/03/2024,NEFT/89216466/GANESH KUMAR/SBIN0684317/95364597506987,TXN0261231,850.00,,9521277.00
26/03/2024,26/03/2024,NEFT/0805597805/VENKAT RAO/SBIN0684317/13671588105991,TXN0261232,,18500.00,9539777.00
26/03/2024,26/03/2024,CHQ NO 592876 CLEARING,TXN0261233,5200.00,,9534577.00
26/03/2024,26/03/2024,NEFT/411320066535/MOHAN DAS/SBIN0684317/73393493005865,TXN0261234,,18500.00,9553077.00
26/03/2024,26/03/2024,NEFT/4542930108/ARJUN MEHTA/SBIN0684317/03646428060521,TXN0261235,1250.00,,9551827.00
26/03/2024,26/03/2024,CHQ NO 227469 CLEARING,TXN0261236,120.00,,9551707.00
26/03/2024,26/03/2024,UPI/CR/1483390237/KIRAN REDDY/SBIN0684317/kiran644@okhdfc,TXN0261237,,24000.00,9575707.00
26/03/2024,26/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261238,,24000.00,9599707.00
27/03/2024,27/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261239,,32000.00,9631707.00
27/03/2024,27/03/2024,UPI/DR/238329937941/MOHAN DAS/SBIN0684317/mohan292@ybl,TXN0261240,5200.00,,9626507.00
27/03/2024,27/03/2024,UPI/DR/17340877/LAKSHMI VENKAT/SBIN0684317/lakshmi475@oksbi,TXN0261241,449.00,,9626058.00
27/03/2024,27/03/2024,NEFT/374557318968/SURESH BABU/SBIN0684317/20774537898155,TXN0261242,449.00,,9625609.00
27/03/2024,27/03/2024,UPI/DR/767731646147/BINDHU NAIR/SBIN0684317/bindhu81@ybl,TXN0261243,2380.00,,9623229.00
27/03/2024,28/03/2024,UPI/DR/2459136073/LALITHA DEVI/SBIN0684317/lalitha817@paytm,TXN0261244,2380.00,,9620849.00
28/03/2024,28/03/2024,ATM/WDL/631325200491/SBI ATM JAYANAGAR BLR,TXN0261245,49.00,,9620800.00
28/03/2024,28/03/2024,CHQ NO 124864 CLEARING,TXN0261246,449.00,,9620351.00
29/03/2024,29/03/2024,NEFT/945848480945/SANJANA HEGDE/SBIN0684317/77173277968806,TXN0261247,,4800.00,9625151.00
29/03/2024,29/03/2024,NEFT/53628008/RAJENDRA PRASAD/SBIN0684317/26981303796290,TXN0261248,850.00,,9624301.00
29/03/2024,29/03/2024,NEFT/2016471963/DEEPA NAIR/SBIN0684317/19088987349797,TXN0261249,,11200.00,9635501.00
29/03/2024,29/03/2024,ATM/WDL/046166353664/HDFC ATM KORAMANGALA,TXN0261250,1250.00,,9634251.00
29/03/2024,29/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261251,,4800.00,9639051.00
29/03/2024,29/03/2024,UPI/DR/7045016630/MOHAMMED IRFAN/SBIN0684317/mohammed988@okhdfc,TXN0261252,120.00,,9638931.00
29/03/2024,29/03/2024,ATM/WDL/7770626445/SBI ATM JAYANAGAR BLR,TXN0261253,249.00,,9638682.00
29/03/2024,30/03/2024,CHQ NO 247763 CLEARING,TXN0261254,310.00,,9638372.00
29/03/2024,30/03/2024,UPI/DR/33038713/ARUN SHARMA/SBIN0684317/arun895@paytm,TXN0261255,120.00,,9638252.00
30/03/2024,30/03/2024,CHQ NO 327144 CLEARING,TXN0261256,79.00,,9638173.00
30/03/2024,30/03/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261257,,7600.00,9645773.00
30/03/2024,30/03/2024,IMPS/P2P/36450453/BINDHU NAIR/9308112765,TXN0261258,,2500.00,9648273.00
30/03/2024,31/03/2024,NEFT/975221038263/DEEPAK JOSHI/SBIN0684317/13519878918875,TXN0261259,,24000.00,9672273.00
30/03/2024,30/03/2024,ATM/WDL/30092347/CANARA ATM MYSURU,TXN0261260,310.00,,9671963.00
30/03/2024,31/03/2024,UPI/DR/4041353144/GOPAL VERMA/SBIN0684317/gopal915@paytm,TXN0261261,1250.00,,9670713.00
30/03/2024,30/03/2024,ATM/WDL/8169810430/HDFC ATM KORAMANGALA,TXN0261262,1680.00,,9669033.00
30/03/2024,30/03/2024,UPI/DR/30950030/RAMESH GOWDA/SBIN0684317/ramesh917@okaxis,TXN0261263,5200.00,,9663833.00
30/03/2024,30/03/2024,UPI/DR/61040975/LAKSHMI VENKAT/SBIN0684317/lakshmi763@ybl,TXN0261264,79.00,,9663754.00
31/03/2024,01/04/2024,NEFT/8232555446/NILESH KULKARNI/SBIN0684317/63562832430830,TXN0261265,,2500.00,9666254.00
01/04/2024,01/04/2024,IMPS/P2P/69400003/KAVITHA RAO/9405936758,TXN0261266,,500.00,9666754.00
01/04/2024,01/04/2024,NEFT/1974213967/SHEELA DEVI/SBIN0684317/20448222565336,TXN0261267,79.00,,9666675.00
01/04/2024,01/04/2024,NEFT/41471761/ARJUN MEHTA/SBIN0684317/60893273426948,TXN0261268,,500.00,9667175.00
02/04/2024,02/04/2024,UPI/DR/4297112386/TARA SINGH/SBIN0684317/tara951@okaxis,TXN0261269,5200.00,,9661975.00
02/04/2024,02/04/2024,NEFT/096752445086/PADMA RAO/SBIN0684317/36763923508678,TXN0261270,,18500.00,9680475.00
02/04/2024,02/04/2024,UPI/DR/61108310/SUNIL YADAV/SBIN0684317/sunil750@okhdfc,TXN0261271,3499.00,,9676976.00
02/04/2024,02/04/2024,NEFT/6810545624/LAKSHMI VENKAT/SBIN0684317/18425694317822,TXN0261272,,11200.00,9688176.00
03/04/2024,03/04/2024,UPI/DR/604041080486/RANJIT SINGH/SBIN0684317/ranjit209@ybl,TXN0261273,5200.00,,9682976.00
03/04/2024,03/04/2024,CHQ NO 168313 CLEARING,TXN0261274,3499.00,,9679477.00
03/04/2024,03/04/2024,NEFT/7067925180/AYESHA KHAN/SBIN0684317/78231616489711,TXN0261275,,2500.00,9681977.00
03/04/2024,03/04/2024,NEFT/847361799316/SUNIL YADAV/SBIN0684317/66671856742246,TXN0261276,3499.00,,9678478.00
03/04/2024,04/04/2024,CASH DEPOSIT/BRANCH COUNTER/HITEC CITY HYDERABAD,TXN0261277,,7600.00,9686078.00
04/04/2024,04/04/2024,UPI/DR/4656878352/POOJA SHARMA/SBIN0684317/pooja507@okaxis,TXN0261278,1680.00,,9684398.00
04/04/2024,04/04/2024,UPI/DR/85815138/LALITHA DEVI/SBIN0684317/lalitha448@oksbi,TXN0261279,79.00,,9684319.00
04/04/2024,04/04/2024,ATM/WDL/913185598602/HDFC ATM KORAMANGALA,TXN0261280,5200.00,,9679119.00
04/04/2024,05/04/2024,CHQ NO 678641 CLEARING,TXN0261281,2380.00,,9676739.00
04/04/2024,04/04/2024,UPI/DR/26557669/RAMESH GOWDA/SBIN0684317/ramesh922@ybl,TXN0261282,449.00,,9676290.00
