Transaction Date,Particulars,Chq/Ref No,Debit,Credit,Balance
15/04/2023,UPI/DR/5179896759/PREETHI IYER/PUNB0368283/preethi970@okaxis,TXN0272276,49.00,,2115940.52
16/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272277,,11200.00,2127140.52
16/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272278,,1200.00,2128340.52
16/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272279,,11200.00,2139540.52
16/04/2023,CHQ NO 988602 CLEARING,TXN0272280,49.00,,2139491.52
17/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272281,,32000.00,2171491.52
17/04/2023,IMPS/P2P/870947421307/SHEELA DEVI/9602327276,TXN0272282,,11200.00,2182691.52
17/04/2023,UPI/DR/181749903330/RAMESH GOWDA/PUNB0368283/ramesh69@okaxis,TXN0272283,5200.00,,2177491.52
17/04/2023,UPI/DR/3844712729/DIVYA MENON/PUNB0368283/divya766@ybl,TXN0272284,1250.00,,2176241.52
17/04/2023,NEFT/0497657406/MEERA PILLAI/PUNB0368283/33611868373047,TXN0272285,,2500.00,2178741.52
18/04/2023,UPI/DR/860257496495/SUNIL YADAV/PUNB0368283/sunil226@paytm,TXN0272286,1680.00,,2177061.52
18/04/2023,CHQ NO 826409 CLEARING,TXN0272287,449.00,,2176612.52
19/04/2023,UPI/DR/6348833868/MOHAN DAS/PUNB0368283/mohan383@oksbi,TXN0272288,850.00,,2175762.52
19/04/2023,CHQ NO 100263 CLEARING,TXN0272289,2380.00,,2173382.52
19/04/2023,CHQ NO 901347 CLEARING,TXN0272290,699.00,,2172683.52
20/04/2023,UPI/DR/513552417118/SHAHID KHAN/PUNB0368283/shahid133@ybl,TXN0272291,79.00,,2172604.52
20/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272292,,11200.00,2183804.52
20/04/2023,UPI/DR/832958543745/CHANDAN SHARMA/PUNB0368283/chandan121@okaxis,TXN0272293,310.00,,2183494.52
20/04/2023,UPI/DR/001189519353/ROHIT SHARMA/PUNB0368283/rohit435@okhdfc,TXN0272294,2380.00,,2181114.52
21/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272295,,850.00,2181964.52
21/04/2023,NEFT/4788687940/GANESH KUMAR/PUNB0368283/61419467222005,TXN0272296,850.00,,2181114.52
22/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272297,,4800.00,2185914.52
22/04/2023,UPI/DR/0887565460/SURESH BABU/PUNB0368283/suresh261@ybl,TXN0272298,449.00,,2185465.52
22/04/2023,IMPS/P2P/603543303113/ARJUN MEHTA/7298125688,TXN0272299,,1200.00,2186665.52
22/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272300,,24000.00,2210665.52
23/04/2023,CHQ NO 105394 CLEARING,TXN0272301,1250.00,,2209415.52
23/04/2023,NEFT/0206167694/DEEPA NAIR/PUNB0368283/26017978663347,TXN0272302,,2500.00,2211915.52
24/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272303,,32000.00,2243915.52
24/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272304,,11200.00,2255115.52
24/04/2023,ATM/WDL/088416895204/CANARA ATM MYSURU,TXN0272305,2380.00,,2252735.52
25/04/2023,NEFT/542295988412/MEENA IYER/PUNB0368283/90596067821115,TXN0272306,,2500.00,2255235.52
25/04/2023,NEFT/3334794534/RESHMA KHAN/PUNB0368283/25295559595774,TXN0272307,,18500.00,2273735.52
25/04/2023,IMPS/P2P/4627256096/RAVI KUMAR SHARMA/9513250304,TXN0272308,,1200.00,2274935.52
25/04/2023,IMPS/P2P/8607573884/ANITHA KRISHNAN/7050721044,TXN0272309,,32000.00,2306935.52
26/04/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272310,,11200.00,2318135.52
26/04/2023,IMPS/P2P/3609303751/PRIYA NAIR/8494211343,TXN0272311,,7600.00,2325735.52
27/04/2023,NEFT/938479739749/ANITHA KRISHNAN/PUNB0368283/50796380215762,TXN0272312,,7600.00,2333335.52
27/04/2023,NEFT/993078468995/DEEPA NAIR/PUNB0368283/97102946600484,TXN0272313,2380.00,,2330955.52
27/04/2023,ATM/WDL/168722388539/CANARA ATM MYSURU,TXN0272314,1680.00,,2329275.52
27/04/2023,NEFT/833099686455/DEEPAK JOSHI/PUNB0368283/84272062189201,TXN0272315,,7600.00,2336875.52
27/04/2023,UPI/CR/84105043/VINAY PATIL/PUNB0368283/vinay73@ybl,TXN0272316,,2500.00,2339375.52
28/04/2023,NEFT/045582107281/RAJENDRA PRASAD/PUNB0368283/95877136829226,TXN0272317,,1200.00,2340575.52
28/04/2023,UPI/DR/562968314638/SMITHA PILLAI/PUNB0368283/smitha774@okhdfc,TXN0272318,2380.00,,2338195.52
30/04/2023,NEFT/03106411/ROHIT SHARMA/PUNB0368283/81390218990385,TXN0272319,49.00,,2338146.52
30/04/2023,UPI/DR/55452445/RAVI KUMAR SHARMA/PUNB0368283/ravi100@oksbi,TXN0272320,79.00,,2338067.52
01/05/2023,UPI/DR/7836429675/ADITYA KUMAR/PUNB0368283/aditya252@paytm,TXN0272321,7800.00,,2330267.52
01/05/2023,CHQ NO 413596 CLEARING,TXN0272322,7800.00,,2322467.52
01/05/2023,IMPS/P2P/655659715808/RAHUL SINGH/8308605686,TXN0272323,,7600.00,2330067.52
01/05/2023,UPI/DR/7503620761/SHAHID KHAN/PUNB0368283/shahid180@okaxis,TXN0272324,310.00,,2329757.52
02/05/2023,UPI/DR/7126103875/VINAY PATIL/PUNB0368283/vinay886@okaxis,TXN0272325,850.00,,2328907.52
02/05/2023,UPI/DR/92896385/RANJIT SINGH/PUNB0368283/ranjit322@okaxis,TXN0272326,7800.00,,2321107.52
02/05/2023,IMPS/P2P/647796548808/ARUN SHARMA/8641548846,TXN0272327,,850.00,2321957.52
02/05/2023,UPI/DR/872749503895/GANESH KUMAR/PUNB0368283/ganesh341@oksbi,TXN0272328,449.00,,2321508.52
02/05/2023,ATM/WDL/139035645555/CANARA ATM MYSURU,TXN0272329,310.00,,2321198.52
03/05/2023,ATM/WDL/024695485419/SBI ATM JAYANAGAR BLR,TXN0272330,7800.00,,2313398.52
03/05/2023,UPI/DR/0309292167/RAVI KUMAR SHARMA/PUNB0368283/ravi650@okhdfc,TXN0272331,120.00,,2313278.52
03/05/2023,UPI/DR/61985199/SHEELA DEVI/PUNB0368283/sheela119@ybl,TXN0272332,449.00,,2312829.52
03/05/2023,UPI/CR/1893649590/RESHMA KHAN/PUNB0368283/reshma702@oksbi,TXN0272333,,24000.00,2336829.52
04/05/2023,NEFT/89027225/MALLIKA DAS/PUNB0368283/35631302648826,TXN0272334,2380.00,,2334449.52
04/05/2023,IMPS/P2P/6598614335/VIKRAM NAIR/9951125014,TXN0272335,,850.00,2335299.52
04/05/2023,IMPS/P2P/842531319024/RESHMA KHAN/8718177399,TXN0272336,,1200.00,2336499.52
05/05/2023,UPI/CR/5683474118/RAMESH GOWDA/PUNB0368283/ramesh246@okhdfc,TXN0272337,,18500.00,2354999.52
05/05/2023,CHQ NO 486081 CLEARING,TXN0272338,310.00,,2354689.52
05/05/2023,IMPS/P2P/9209882832/NADIA HUSSAIN/8815303044,TXN0272339,,500.00,2355189.52
05/05/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272340,,24000.00,2379189.52
06/05/2023,IMPS/P2P/0282490678/SAVITHA DEVI/7869158188,TXN0272341,,850.00,2380039.52
06/05/2023,UPI/CR/6791966440/KAVYA REDDY/PUNB0368283/kavya946@paytm,TXN0272342,,850.00,2380889.52
06/05/2023,NEFT/068375454659/SANTOSH KUMAR/PUNB0368283/83026173779002,TXN0272343,,11200.00,2392089.52
07/05/2023,IMPS/P2P/782246699555/ROHIT SHARMA/9807086781,TXN0272344,,2500.00,2394589.52
07/05/2023,UPI/DR/409943333212/VENKAT RAO/PUNB0368283/venkat981@okhdfc,TXN0272345,79.00,,2394510.52
07/05/2023,CHQ NO 781974 CLEARING,TXN0272346,310.00,,2394200.52
07/05/2023,ATM/WDL/607224015947/HDFC ATM KORAMANGALA,TXN0272347,3499.00,,2390701.52
07/05/2023,ATM/WDL/89052980/SBI ATM JAYANAGAR BLR,TXN0272348,999.00,,2389702.52
07/05/2023,NEFT/212432925376/BABU LAL/PUNB0368283/77910866436402,TXN0272349,,850.00,2390552.52
07/05/2023,IMPS/P2P/6385809226/KARTHIK MENON/9359022973,TXN0272350,,32000.00,2422552.52
07/05/2023,IMPS/P2P/9157976924/RAVI KUMAR SHARMA/7230907718,TXN0272351,,32000.00,2454552.52
08/05/2023,UPI/DR/739824551843/VIKRAM NAIR/PUNB0368283/vikram667@oksbi,TXN0272352,850.00,,2453702.52
08/05/2023,ATM/WDL/62894071/CANARA ATM MYSURU,TXN0272353,850.00,,2452852.52
09/05/2023,UPI/DR/7588871059/AYESHA KHAN/PUNB0368283/ayesha599@okhdfc,TXN0272354,49.00,,2452803.52
09/05/2023,CHQ NO 956617 CLEARING,TXN0272355,7800.00,,2445003.52
10/05/2023,UPI/DR/4542563543/SUNIL YADAV/PUNB0368283/sunil56@ybl,TXN0272356,3499.00,,2441504.52
10/05/2023,NEFT/3908242603/SMITHA PILLAI/PUNB0368283/32801682502078,TXN0272357,,11200.00,2452704.52
10/05/2023,ATM/WDL/5945678893/HDFC ATM KORAMANGALA,TXN0272358,999.00,,2451705.52
10/05/2023,CHQ NO 547444 CLEARING,TXN0272359,120.00,,2451585.52
11/05/2023,UPI/DR/389342255550/SANJANA HEGDE/PUNB0368283/sanjana276@oksbi,TXN0272360,310.00,,2451275.52
12/05/2023,UPI/DR/84236047/PRIYA NAIR/PUNB0368283/priya722@okaxis,TXN0272361,5200.00,,2446075.52
13/05/2023,UPI/CR/11466106/NIKHIL GUPTA/PUNB0368283/nikhil588@ybl,TXN0272362,,500.00,2446575.52
13/05/2023,UPI/DR/445091594336/POOJA SHARMA/PUNB0368283/pooja248@okhdfc,TXN0272363,850.00,,2445725.52
13/05/2023,NEFT/10790386/DEEPAK JOSHI/PUNB0368283/18089996463734,TXN0272364,,32000.00,2477725.52
13/05/2023,NEFT/940419384427/MALLIKA DAS/PUNB0368283/60199984396860,TXN0272365,999.00,,2476726.52
14/05/2023,UPI/DR/2777410316/KAVITHA RAO/PUNB0368283/kavitha231@paytm,TXN0272366,79.00,,2476647.52
15/05/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272367,,11200.00,2487847.52
16/05/2023,NEFT/433771453942/ARJUN MEHTA/PUNB0368283/68509228987801,TXN0272368,,4800.00,2492647.52
16/05/2023,IMPS/P2P/83370304/SURESH BABU/7824225664,TXN0272369,,4800.00,2497447.52
16/05/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272370,,7600.00,2505047.52
16/05/2023,NEFT/42274846/PREETHI IYER/PUNB0368283/16205531915289,TXN0272371,,4800.00,2509847.52
17/05/2023,UPI/CR/997192394624/DEEPA NAIR/PUNB0368283/deepa187@okhdfc,TXN0272372,,24000.00,2533847.52
17/05/2023,UPI/DR/85694167/REKHA PILLAI/PUNB0368283/rekha927@ybl,TXN0272373,79.00,,2533768.52
17/05/2023,UPI/CR/8498351167/ARCHANA PILLAI/PUNB0368283/archana86@okhdfc,TXN0272374,,32000.00,2565768.52
17/05/2023,NEFT/60133942/ANAND KUMAR/PUNB0368283/91634059210666,TXN0272375,,4800.00,2570568.52
17/05/2023,UPI/CR/029426472897/ARJUN MEHTA/PUNB0368283/arjun876@okaxis,TXN0272376,,4800.00,2575368.52
17/05/2023,ATM/WDL/0250763006/HDFC ATM KORAMANGALA,TXN0272377,3499.00,,2571869.52
18/05/2023,NEFT/51565640/PREETHI IYER/PUNB0368283/29416646252202,TXN0272378,,11200.00,2583069.52
18/05/2023,UPI/CR/5911292347/AYESHA KHAN/PUNB0368283/ayesha174@okhdfc,TXN0272379,,11200.00,2594269.52
18/05/2023,NEFT/70722222/SMITHA PILLAI/PUNB0368283/88144107096268,TXN0272380,,1200.00,2595469.52
19/05/2023,UPI/DR/9788243740/RESHMA KHAN/PUNB0368283/reshma65@paytm,TXN0272381,5200.00,,2590269.52
19/05/2023,UPI/DR/73769292/PRAKASH RAO/PUNB0368283/prakash794@okhdfc,TXN0272382,3499.00,,2586770.52
20/05/2023,UPI/DR/85197701/BINDHU NAIR/PUNB0368283/bindhu168@okaxis,TXN0272383,2380.00,,2584390.52
20/05/2023,UPI/DR/4279274266/ARJUN MEHTA/PUNB0368283/arjun682@paytm,TXN0272384,1250.00,,2583140.52
21/05/2023,IMPS/P2P/228664793773/MEERA PILLAI/8190017261,TXN0272385,,7600.00,2590740.52
21/05/2023,NEFT/391706292006/MEERA PILLAI/PUNB0368283/76304912519890,TXN0272386,850.00,,2589890.52
21/05/2023,IMPS/P2P/793455421536/KIRAN REDDY/7080651292,TXN0272387,,4800.00,2594690.52
22/05/2023,IMPS/P2P/557256599638/SUNITA DEVI/7034573552,TXN0272388,,32000.00,2626690.52
22/05/2023,NEFT/87231316/CHANDAN SHARMA/PUNB0368283/31338558226850,TXN0272389,,850.00,2627540.52
23/05/2023,UPI/DR/154981355014/HARISH MENON/PUNB0368283/harish638@paytm,TXN0272390,449.00,,2627091.52
23/05/2023,ATM/WDL/19270106/CANARA ATM MYSURU,TXN0272391,999.00,,2626092.52
25/05/2023,NEFT/65749354/RAHUL SINGH/PUNB0368283/64950872641540,TXN0272392,,2500.00,2628592.52
25/05/2023,CHQ NO 926093 CLEARING,TXN0272393,49.00,,2628543.52
25/05/2023,NEFT/4654767252/LAKSHMI VENKAT/PUNB0368283/60629526925517,TXN0272394,1250.00,,2627293.52
25/05/2023,CHQ NO 694435 CLEARING,TXN0272395,249.00,,2627044.52
26/05/2023,UPI/DR/29525240/DEEPA NAIR/PUNB0368283/deepa45@paytm,TXN0272396,699.00,,2626345.52
26/05/2023,UPI/DR/8096910266/CHANDAN SHARMA/PUNB0368283/chandan805@okaxis,TXN0272397,449.00,,2625896.52
27/05/2023,ATM/WDL/80412221/SBI ATM JAYANAGAR BLR,TXN0272398,79.00,,2625817.52
27/05/2023,UPI/DR/19701623/PADMA RAO/PUNB0368283/padma128@paytm,TXN0272399,2380.00,,2623437.52
27/05/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272400,,11200.00,2634637.52
27/05/2023,ATM/WDL/606243783458/SBI ATM JAYANAGAR BLR,TXN0272401,49.00,,2634588.52
27/05/2023,UPI/DR/4333139394/TANVI RAO/PUNB0368283/tanvi878@okaxis,TXN0272402,49.00,,2634539.52
29/05/2023,NEFT/1722784028/LALITHA DEVI/PUNB0368283/80946665801021,TXN0272403,79.00,,2634460.52
29/05/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272404,,850.00,2635310.52
29/05/2023,UPI/CR/20891383/MOHAMMED IRFAN/PUNB0368283/mohammed880@okhdfc,TXN0272405,,850.00,2636160.52
29/05/2023,ATM/WDL/43942515/CANARA ATM MYSURU,TXN0272406,1250.00,,2634910.52
29/05/2023,UPI/DR/0001132202/ARJUN MEHTA/PUNB0368283/arjun299@paytm,TXN0272407,120.00,,2634790.52
30/05/2023,CHQ NO 931418 CLEARING,TXN0272408,1680.00,,2633110.52
30/05/2023,CHQ NO 533060 CLEARING,TXN0272409,249.00,,2632861.52
31/05/2023,NEFT/8831318716/KIRAN REDDY/PUNB0368283/22251309584113,TXN0272410,2380.00,,2630481.52
31/05/2023,IMPS/P2P/8057991367/NILESH KULKARNI/8183540888,TXN0272411,,850.00,2631331.52
31/05/2023,IMPS/P2P/3177059908/POOJA SHARMA/8806812824,TXN0272412,,24000.00,2655331.52
31/05/2023,CHQ NO 216101 CLEARING,TXN0272413,850.00,,2654481.52
01/06/2023,UPI/DR/2803400475/ARJUN MEHTA/PUNB0368283/arjun237@ybl,TXN0272414,120.00,,2654361.52
01/06/2023,NEFT/096361157929/MOHAN DAS/PUNB0368283/99837739878901,TXN0272415,999.00,,2653362.52
01/06/2023,UPI/DR/0550218361/KIRAN REDDY/PUNB0368283/kiran140@oksbi,TXN0272416,249.00,,2653113.52
02/06/2023,IMPS/P2P/98604926/SURESH NAIR/9014193796,TXN0272417,,850.00,2653963.52
02/06/2023,NEFT/601339695009/RAVI KUMAR SHARMA/PUNB0368283/03879760397735,TXN0272418,,32000.00,2685963.52
02/06/2023,UPI/DR/2853804015/SUNIL YADAV/PUNB0368283/sunil373@ybl,TXN0272419,5200.00,,2680763.52
02/06/2023,NEFT/2797867902/NADIA HUSSAIN/PUNB0368283/08521277674039,TXN0272420,,11200.00,2691963.52
03/06/2023,UPI/DR/01590250/IMRAN KHAN/PUNB0368283/imran140@oksbi,TXN0272421,7800.00,,2684163.52
03/06/2023,CHQ NO 311218 CLEARING,TXN0272422,999.00,,2683164.52
04/06/2023,UPI/DR/0029691601/VINAY PATIL/PUNB0368283/vinay638@okaxis,TXN0272423,5200.00,,2677964.52
04/06/2023,NEFT/171563979205/KARTHIK MENON/PUNB0368283/43765205405219,TXN0272424,2380.00,,2675584.52
04/06/2023,NEFT/6966719191/ANITHA KRISHNAN/PUNB0368283/53622935976279,TXN0272425,120.00,,2675464.52
05/06/2023,NEFT/2367529018/SUNIL YADAV/PUNB0368283/82217694011238,TXN0272426,,2500.00,2677964.52
05/06/2023,NEFT/352638798764/POOJA SHARMA/PUNB0368283/52528116484148,TXN0272427,120.00,,2677844.52
05/06/2023,UPI/CR/3200159355/LALITHA DEVI/PUNB0368283/lalitha154@okaxis,TXN0272428,,850.00,2678694.52
05/06/2023,UPI/DR/05508476/GANESH KUMAR/PUNB0368283/ganesh525@okaxis,TXN0272429,49.00,,2678645.52
06/06/2023,IMPS/P2P/24969097/NIKHIL GUPTA/7113527845,TXN0272430,,18500.00,2697145.52
06/06/2023,CHQ NO 587710 CLEARING,TXN0272431,5200.00,,2691945.52
07/06/2023,UPI/DR/08791155/FARHAN KHAN/PUNB0368283/farhan769@okhdfc,TXN0272432,249.00,,2691696.52
07/06/2023,ATM/WDL/2318309575/HDFC ATM KORAMANGALA,TXN0272433,3499.00,,2688197.52
07/06/2023,NEFT/8337213038/VIKRAM NAIR/PUNB0368283/08139311020320,TXN0272434,5200.00,,2682997.52
07/06/2023,NEFT/7783375392/RESHMA KHAN/PUNB0368283/00087706654389,TXN0272435,,1200.00,2684197.52
08/06/2023,UPI/DR/6711655760/VENKAT RAO/PUNB0368283/venkat45@paytm,TXN0272436,79.00,,2684118.52
08/06/2023,NEFT/9966339216/SUSHMA RAO/PUNB0368283/40660482844648,TXN0272437,,1200.00,2685318.52
09/06/2023,UPI/DR/332657293291/GOPAL VERMA/PUNB0368283/gopal559@paytm,TXN0272438,449.00,,2684869.52
09/06/2023,UPI/DR/1706391250/FATIMA SHEIKH/PUNB0368283/fatima819@oksbi,TXN0272439,1250.00,,2683619.52
09/06/2023,UPI/DR/76467644/FARHAN KHAN/PUNB0368283/farhan78@okaxis,TXN0272440,850.00,,2682769.52
10/06/2023,UPI/DR/280494799232/SUNITA DEVI/PUNB0368283/sunita511@paytm,TXN0272441,1250.00,,2681519.52
10/06/2023,CHQ NO 189100 CLEARING,TXN0272442,310.00,,2681209.52
10/06/2023,ATM/WDL/3355517941/HDFC ATM KORAMANGALA,TXN0272443,79.00,,2681130.52
10/06/2023,UPI/DR/39506699/MOHAN DAS/PUNB0368283/mohan569@okhdfc,TXN0272444,1250.00,,2679880.52
10/06/2023,CHQ NO 909279 CLEARING,TXN0272445,999.00,,2678881.52
10/06/2023,ATM/WDL/7857389565/CANARA ATM MYSURU,TXN0272446,3499.00,,2675382.52
11/06/2023,IMPS/P2P/368364042069/MEERA PILLAI/8925262754,TXN0272447,,850.00,2676232.52
11/06/2023,CHQ NO 849074 CLEARING,TXN0272448,2380.00,,2673852.52
11/06/2023,ATM/WDL/00542285/CANARA ATM MYSURU,TXN0272449,120.00,,2673732.52
12/06/2023,UPI/CR/33857638/SURESH NAIR/PUNB0368283/suresh552@paytm,TXN0272450,,7600.00,2681332.52
12/06/2023,NEFT/636418563633/REKHA PILLAI/PUNB0368283/35572883440104,TXN0272451,,1200.00,2682532.52
12/06/2023,UPI/DR/373425637410/VENKAT RAO/PUNB0368283/venkat253@okhdfc,TXN0272452,1680.00,,2680852.52
12/06/2023,UPI/DR/929202937317/REKHA PILLAI/PUNB0368283/rekha489@okhdfc,TXN0272453,1250.00,,2679602.52
13/06/2023,CHQ NO 561543 CLEARING,TXN0272454,120.00,,2679482.52
13/06/2023,UPI/CR/28046101/HARISH MENON/PUNB0368283/harish75@oksbi,TXN0272455,,7600.00,2687082.52
13/06/2023,ATM/WDL/51405055/CANARA ATM MYSURU,TXN0272456,699.00,,2686383.52
13/06/2023,NEFT/45821932/MOHAMMED IRFAN/PUNB0368283/37336583885449,TXN0272457,,32000.00,2718383.52
13/06/2023,NEFT/1774013788/POOJA SHARMA/PUNB0368283/75701844168000,TXN0272458,49.00,,2718334.52
13/06/2023,UPI/DR/443022483143/BINDHU NAIR/PUNB0368283/bindhu651@okhdfc,TXN0272459,79.00,,2718255.52
14/06/2023,UPI/DR/3138644279/BINDHU NAIR/PUNB0368283/bindhu617@paytm,TXN0272460,449.00,,2717806.52
14/06/2023,UPI/DR/08991932/BINDHU NAIR/PUNB0368283/bindhu859@ybl,TXN0272461,120.00,,2717686.52
14/06/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272462,,2500.00,2720186.52
14/06/2023,UPI/DR/343871378468/GANESH KUMAR/PUNB0368283/ganesh769@paytm,TXN0272463,3499.00,,2716687.52
14/06/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272464,,32000.00,2748687.52
14/06/2023,UPI/DR/56510537/ROHIT SHARMA/PUNB0368283/rohit104@okaxis,TXN0272465,449.00,,2748238.52
15/06/2023,NEFT/7399519768/ROHIT SHARMA/PUNB0368283/77022603031127,TXN0272466,,18500.00,2766738.52
15/06/2023,UPI/CR/8304366148/AYESHA KHAN/PUNB0368283/ayesha306@oksbi,TXN0272467,,7600.00,2774338.52
16/06/2023,NEFT/823942279279/NAVEEN KUMAR/PUNB0368283/13235156476270,TXN0272468,120.00,,2774218.52
16/06/2023,IMPS/P2P/168356317003/SANJANA HEGDE/9345679284,TXN0272469,,7600.00,2781818.52
16/06/2023,CHQ NO 455325 CLEARING,TXN0272470,79.00,,2781739.52
16/06/2023,ATM/WDL/47209820/SBI ATM JAYANAGAR BLR,TXN0272471,7800.00,,2773939.52
16/06/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272472,,24000.00,2797939.52
16/06/2023,UPI/CR/61485530/VINAY PATIL/PUNB0368283/vinay549@okaxis,TXN0272473,,500.00,2798439.52
17/06/2023,IMPS/P2P/3620229102/SANTOSH KUMAR/7368062089,TXN0272474,,850.00,2799289.52
17/06/2023,IMPS/P2P/3524853037/SMITHA PILLAI/9796929228,TXN0272475,,2500.00,2801789.52
17/06/2023,NEFT/910400607045/KARTHIK MENON/PUNB0368283/18800454129058,TXN0272476,,32000.00,2833789.52
17/06/2023,CHQ NO 847736 CLEARING,TXN0272477,1250.00,,2832539.52
17/06/2023,UPI/DR/25149231/ARCHANA PILLAI/PUNB0368283/archana958@ybl,TXN0272478,699.00,,2831840.52
18/06/2023,UPI/DR/7732069380/CHANDAN SHARMA/PUNB0368283/chandan748@ybl,TXN0272479,449.00,,2831391.52
18/06/2023,UPI/CR/671774298074/DEEPAK JOSHI/PUNB0368283/deepak554@okhdfc,TXN0272480,,18500.00,2849891.52
18/06/2023,UPI/DR/0693623402/ROHIT SHARMA/PUNB0368283/rohit213@ybl,TXN0272481,1680.00,,2848211.52
19/06/2023,CHQ NO 520923 CLEARING,TXN0272482,49.00,,2848162.52
19/06/2023,CHQ NO 815770 CLEARING,TXN0272483,310.00,,2847852.52
19/06/2023,IMPS/P2P/85474128/SURESH BABU/7011335544,TXN0272484,,850.00,2848702.52
19/06/2023,UPI/DR/7156904877/SANTOSH KUMAR/PUNB0368283/santosh128@oksbi,TXN0272485,310.00,,2848392.52
19/06/2023,CHQ NO 016520 CLEARING,TXN0272486,310.00,,2848082.52
19/06/2023,IMPS/P2P/3108360002/SHEELA DEVI/9368800826,TXN0272487,,11200.00,2859282.52
20/06/2023,NEFT/6766070493/LALITHA DEVI/PUNB0368283/63685137811521,TXN0272488,310.00,,2858972.52
20/06/2023,NEFT/7181548332/LALITHA DEVI/PUNB0368283/50068995618700,TXN0272489,2380.00,,2856592.52
20/06/2023,ATM/WDL/37426106/HDFC ATM KORAMANGALA,TXN0272490,49.00,,2856543.52
20/06/2023,ATM/WDL/26161053/CANARA ATM MYSURU,TXN0272491,120.00,,2856423.52
20/06/2023,NEFT/2323621452/BINDHU NAIR/PUNB0368283/93166128291617,TXN0272492,7800.00,,2848623.52
21/06/2023,UPI/DR/500669483106/KAVYA REDDY/PUNB0368283/kavya462@paytm,TXN0272493,5200.00,,2843423.52
22/06/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272494,,850.00,2844273.52
22/06/2023,UPI/DR/28618061/SHEELA DEVI/PUNB0368283/sheela354@oksbi,TXN0272495,79.00,,2844194.52
22/06/2023,UPI/DR/7962298338/SHAHID KHAN/PUNB0368283/shahid610@okhdfc,TXN0272496,850.00,,2843344.52
22/06/2023,UPI/DR/737076691186/VIKRAM NAIR/PUNB0368283/vikram544@okhdfc,TXN0272497,5200.00,,2838144.52
22/06/2023,UPI/DR/54356723/SURESH NAIR/PUNB0368283/suresh862@ybl,TXN0272498,2380.00,,2835764.52
22/06/2023,NEFT/96365892/SMITHA PILLAI/PUNB0368283/34018214886567,TXN0272499,1680.00,,2834084.52
23/06/2023,NEFT/7019336819/RANJIT SINGH/PUNB0368283/63576519768464,TXN0272500,,18500.00,2852584.52
23/06/2023,UPI/DR/405606397027/RAJESH VERMA/PUNB0368283/rajesh812@paytm,TXN0272501,49.00,,2852535.52
23/06/2023,UPI/CR/278357739528/SURESH NAIR/PUNB0368283/suresh261@ybl,TXN0272502,,4800.00,2857335.52
24/06/2023,NEFT/2566805343/IMRAN KHAN/PUNB0368283/28889439093889,TXN0272503,,500.00,2857835.52
24/06/2023,IMPS/P2P/751500306128/ARCHANA PILLAI/7240868441,TXN0272504,,11200.00,2869035.52
24/06/2023,IMPS/P2P/66785410/FATIMA SHEIKH/8669532460,TXN0272505,,1200.00,2870235.52
25/06/2023,UPI/DR/5158540759/IMRAN KHAN/PUNB0368283/imran719@ybl,TXN0272506,5200.00,,2865035.52
25/06/2023,NEFT/37257876/KAVITHA RAO/PUNB0368283/51764364668089,TXN0272507,249.00,,2864786.52
25/06/2023,CASH DEPOSIT/BRANCH COUNTER/WHITEFIELD BENGALURU,TXN0272508,,32000.00,2896786.52
26/06/2023,UPI/DR/66416449/ANITHA KRISHNAN/PUNB0368283/anitha150@oksbi,TXN0272509,699.00,,2896087.52
27/06/2023,UPI/CR/39063276/PREETHI IYER/PUNB0368283/preethi132@okaxis,TXN0272510,,18500.00,2914587.52
27/06/2023,UPI/DR/017027442378/SMITHA PILLAI/PUNB0368283/smitha21@paytm,TXN0272511,850.00,,2913737.52
