Value Date,Transaction Date,Description,Withdrawal Amt (INR Dr),Deposit Amt (INR Cr),Closing Balance
06/01/2024,06/01/2024,UPI/DR/31614078/LAKSHMI VENKAT/HDFC0722665/lakshmi868@okaxis,310.00,,7650478.21
06/01/2024,06/01/2024,UPI/DR/3869706680/MOHAMMED IRFAN/HDFC0722665/mohammed489@oksbi,310.00,,7650168.21
06/01/2024,06/01/2024,UPI/CR/4637089098/SUNIL YADAV/HDFC0722665/sunil971@ybl,,850.00,7651018.21
07/01/2024,06/01/2024,UPI/DR/3391401060/NILESH KULKARNI/HDFC0722665/nilesh602@okaxis,850.00,,7650168.21
06/01/2024,06/01/2024,NEFT/51080985/TARA SINGH/HDFC0722665/99197614808368,,2500.00,7652668.21
06/01/2024,06/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,7660268.21
06/01/2024,06/01/2024,UPI/DR/5911065307/RAMESH PILLAI/HDFC0722665/ramesh919@okhdfc,310.00,,7659958.21
07/01/2024,07/01/2024,NEFT/874070641230/SAVITHA DEVI/HDFC0722665/57553163120931,1250.00,,7658708.21
07/01/2024,07/01/2024,ATM/WDL/1226628794/CANARA ATM MYSURU,850.00,,7657858.21
07/01/2024,07/01/2024,UPI/CR/5492336003/SANTOSH KUMAR/HDFC0722665/santosh192@okhdfc,,2500.00,7660358.21
08/01/2024,07/01/2024,UPI/CR/8672391860/PRIYA NAIR/HDFC0722665/priya551@okaxis,,18500.00,7678858.21
07/01/2024,07/01/2024,UPI/DR/5526866661/MOHAMMED IRFAN/HDFC0722665/mohammed820@okaxis,1250.00,,7677608.21
08/01/2024,08/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,7678808.21
09/01/2024,08/01/2024,UPI/CR/2955765832/HARISH MENON/HDFC0722665/harish917@okhdfc,,500.00,7679308.21
09/01/2024,08/01/2024,ATM/WDL/13242527/CANARA ATM MYSURU,310.00,,7678998.21
09/01/2024,09/01/2024,UPI/DR/947063879125/TARA SINGH/HDFC0722665/tara585@ybl,2380.00,,7676618.21
09/01/2024,09/01/2024,IMPS/P2P/982244932343/GANESH KUMAR/7530351261,,4800.00,7681418.21
09/01/2024,09/01/2024,IMPS/P2P/583371470813/FARHAN KHAN/8272559293,,500.00,7681918.21
09/01/2024,09/01/2024,UPI/DR/48707061/SANTOSH KUMAR/HDFC0722665/santosh447@paytm,3499.00,,7678419.21
09/01/2024,09/01/2024,UPI/DR/914236471197/ADITYA KUMAR/HDFC0722665/aditya646@okhdfc,699.00,,7677720.21
09/01/2024,09/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,1200.00,7678920.21
10/01/2024,10/01/2024,CHQ NO 996146 CLEARING,3499.00,,7675421.21
11/01/2024,10/01/2024,NEFT/6342065555/SHEELA DEVI/HDFC0722665/00486167963574,2380.00,,7673041.21
10/01/2024,10/01/2024,UPI/DR/199696186225/GEETA DEVI/HDFC0722665/geeta242@oksbi,120.00,,7672921.21
10/01/2024,10/01/2024,UPI/DR/56598662/ADITYA KUMAR/HDFC0722665/aditya623@ybl,310.00,,7672611.21
10/01/2024,10/01/2024,NEFT/807499074899/RANJIT SINGH/HDFC0722665/51644755390917,1250.00,,7671361.21
11/01/2024,10/01/2024,UPI/DR/22686773/ANAND KUMAR/HDFC0722665/anand316@okhdfc,850.00,,7670511.21
10/01/2024,10/01/2024,IMPS/P2P/49506059/VENKAT RAO/9533058067,,7600.00,7678111.21
13/01/2024,12/01/2024,UPI/DR/572983262311/RAMESH PILLAI/HDFC0722665/ramesh797@okaxis,310.00,,7677801.21
12/01/2024,12/01/2024,UPI/DR/9644281302/NIKHIL GUPTA/HDFC0722665/nikhil982@oksbi,3499.00,,7674302.21
13/01/2024,12/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,7706302.21
12/01/2024,12/01/2024,UPI/CR/57455500/LATHA MURTHY/HDFC0722665/latha809@okhdfc,,850.00,7707152.21
14/01/2024,13/01/2024,ATM/WDL/1055537974/HDFC ATM KORAMANGALA,699.00,,7706453.21
14/01/2024,13/01/2024,NEFT/360637196139/RAMESH PILLAI/HDFC0722665/86867934282902,7800.00,,7698653.21
13/01/2024,13/01/2024,NEFT/953257940071/BINDHU NAIR/HDFC0722665/07243631191881,,32000.00,7730653.21
13/01/2024,13/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,7733153.21
13/01/2024,13/01/2024,UPI/DR/3740151335/ROHIT SHARMA/HDFC0722665/rohit696@okaxis,2380.00,,7730773.21
14/01/2024,14/01/2024,NEFT/1225395298/TARA SINGH/HDFC0722665/51547574197142,,11200.00,7741973.21
14/01/2024,14/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,7746773.21
15/01/2024,14/01/2024,UPI/CR/2467246773/MALLIKA DAS/HDFC0722665/mallika715@oksbi,,11200.00,7757973.21
15/01/2024,15/01/2024,CHQ NO 388197 CLEARING,1680.00,,7756293.21
16/01/2024,15/01/2024,CHQ NO 409334 CLEARING,49.00,,7756244.21
15/01/2024,15/01/2024,UPI/CR/9906985970/ARUN SHARMA/HDFC0722665/arun853@ybl,,32000.00,7788244.21
15/01/2024,15/01/2024,CHQ NO 179163 CLEARING,850.00,,7787394.21
17/01/2024,16/01/2024,UPI/DR/0582334235/FATIMA SHEIKH/HDFC0722665/fatima643@paytm,5200.00,,7782194.21
16/01/2024,16/01/2024,ATM/WDL/088034418424/HDFC ATM KORAMANGALA,699.00,,7781495.21
17/01/2024,16/01/2024,UPI/DR/9486661232/VENKAT RAO/HDFC0722665/venkat312@paytm,120.00,,7781375.21
16/01/2024,16/01/2024,UPI/DR/0940538013/DEEPA NAIR/HDFC0722665/deepa34@ybl,120.00,,7781255.21
17/01/2024,16/01/2024,NEFT/4818121095/NIKHIL GUPTA/HDFC0722665/55516577057446,,2500.00,7783755.21
16/01/2024,16/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,7788555.21
16/01/2024,16/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,7796155.21
17/01/2024,17/01/2024,UPI/DR/856671071847/MALLIKA DAS/HDFC0722665/mallika928@oksbi,1680.00,,7794475.21
17/01/2024,17/01/2024,UPI/DR/104329624028/ROHIT SHARMA/HDFC0722665/rohit80@oksbi,5200.00,,7789275.21
18/01/2024,17/01/2024,IMPS/P2P/00358735/MOHAN DAS/8542425308,,1200.00,7790475.21
17/01/2024,17/01/2024,NEFT/12491280/RAMESH GOWDA/HDFC0722665/58886323418824,5200.00,,7785275.21
18/01/2024,17/01/2024,CHQ NO 563247 CLEARING,2380.00,,7782895.21
19/01/2024,18/01/2024,UPI/DR/03972097/IMRAN KHAN/HDFC0722665/imran565@ybl,249.00,,7782646.21
19/01/2024,18/01/2024,NEFT/79817651/RAJENDRA PRASAD/HDFC0722665/84264349714204,,32000.00,7814646.21
18/01/2024,18/01/2024,NEFT/688817590989/GOPAL VERMA/HDFC0722665/01235554016235,,32000.00,7846646.21
18/01/2024,18/01/2024,UPI/DR/584541881280/RAMESH PILLAI/HDFC0722665/ramesh564@paytm,120.00,,7846526.21
20/01/2024,19/01/2024,IMPS/P2P/4104398297/NIKHIL GUPTA/8132680440,,500.00,7847026.21
20/01/2024,19/01/2024,NEFT/128909964102/GOPAL VERMA/HDFC0722665/57163785340767,,7600.00,7854626.21
20/01/2024,19/01/2024,UPI/DR/84357739/SNEHA PATIL/HDFC0722665/sneha253@ybl,249.00,,7854377.21
19/01/2024,19/01/2024,ATM/WDL/66129490/SBI ATM JAYANAGAR BLR,249.00,,7854128.21
20/01/2024,19/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,7865328.21
19/01/2024,19/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,7889328.21
20/01/2024,20/01/2024,NEFT/25889869/TANVI RAO/HDFC0722665/35009396268675,,18500.00,7907828.21
21/01/2024,20/01/2024,UPI/DR/360347250712/PREETHI IYER/HDFC0722665/preethi680@oksbi,1680.00,,7906148.21
20/01/2024,20/01/2024,UPI/DR/278564573408/RANJIT SINGH/HDFC0722665/ranjit105@oksbi,249.00,,7905899.21
20/01/2024,20/01/2024,UPI/DR/5207665792/RAHUL SINGH/HDFC0722665/rahul183@okaxis,249.00,,7905650.21
20/01/2024,20/01/2024,NEFT/092255247035/FARHAN KHAN/HDFC0722665/38141707329375,699.00,,7904951.21
21/01/2024,21/01/2024,NEFT/8750324630/BABU LAL/HDFC0722665/66904130308222,,1200.00,7906151.21
21/01/2024,21/01/2024,NEFT/4931348518/ANITHA KRISHNAN/HDFC0722665/72687526585031,,4800.00,7910951.21
21/01/2024,21/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,7922151.21
21/01/2024,21/01/2024,NEFT/1238038260/ARUN SHARMA/HDFC0722665/15319377205578,,1200.00,7923351.21
21/01/2024,21/01/2024,CHQ NO 537973 CLEARING,3499.00,,7919852.21
21/01/2024,21/01/2024,CHQ NO 819718 CLEARING,310.00,,7919542.21
22/01/2024,21/01/2024,NEFT/388773495220/ROHIT SHARMA/HDFC0722665/01817046064299,,500.00,7920042.21
23/01/2024,22/01/2024,ATM/WDL/20063257/SBI ATM JAYANAGAR BLR,699.00,,7919343.21
23/01/2024,22/01/2024,NEFT/8810420722/ANITHA KRISHNAN/HDFC0722665/38011764000066,1680.00,,7917663.21
23/01/2024,22/01/2024,UPI/CR/235364853876/DEEPA NAIR/HDFC0722665/deepa595@oksbi,,2500.00,7920163.21
22/01/2024,22/01/2024,CHQ NO 381616 CLEARING,249.00,,7919914.21
23/01/2024,22/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,7931114.21
22/01/2024,22/01/2024,UPI/DR/361065658746/POOJA SHARMA/HDFC0722665/pooja686@ybl,1680.00,,7929434.21
22/01/2024,22/01/2024,NEFT/52828979/TARA SINGH/HDFC0722665/37485812353370,1250.00,,7928184.21
23/01/2024,22/01/2024,UPI/DR/03649104/PADMA RAO/HDFC0722665/padma174@okhdfc,449.00,,7927735.21
24/01/2024,23/01/2024,NEFT/12887632/NAVEEN KUMAR/HDFC0722665/93114652131212,,11200.00,7938935.21
23/01/2024,23/01/2024,CHQ NO 574404 CLEARING,3499.00,,7935436.21
23/01/2024,23/01/2024,UPI/CR/730475239145/RANJIT SINGH/HDFC0722665/ranjit943@paytm,,11200.00,7946636.21
24/01/2024,23/01/2024,NEFT/893948511600/ANAND KUMAR/HDFC0722665/89231353540060,,1200.00,7947836.21
23/01/2024,23/01/2024,UPI/DR/9371720200/ANITHA KRISHNAN/HDFC0722665/anitha138@paytm,1680.00,,7946156.21
23/01/2024,23/01/2024,IMPS/P2P/8793348463/SMITHA PILLAI/9455727266,,1200.00,7947356.21
23/01/2024,23/01/2024,UPI/CR/3888441137/KAVERI MENON/HDFC0722665/kaveri580@oksbi,,500.00,7947856.21
24/01/2024,23/01/2024,NEFT/4305157530/NAVEEN KUMAR/HDFC0722665/97738490379957,449.00,,7947407.21
25/01/2024,24/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,7955007.21
24/01/2024,24/01/2024,UPI/DR/28803463/LATHA MURTHY/HDFC0722665/latha901@ybl,120.00,,7954887.21
24/01/2024,24/01/2024,NEFT/454530695034/RAJESH VERMA/HDFC0722665/77916481307716,49.00,,7954838.21
24/01/2024,24/01/2024,ATM/WDL/3973787882/CANARA ATM MYSURU,3499.00,,7951339.21
25/01/2024,24/01/2024,NEFT/46040694/PRIYA NAIR/HDFC0722665/74589081531389,,11200.00,7962539.21
24/01/2024,24/01/2024,UPI/DR/3620495977/LALITHA DEVI/HDFC0722665/lalitha688@oksbi,850.00,,7961689.21
25/01/2024,25/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,7972889.21
26/01/2024,26/01/2024,UPI/DR/26283999/IMRAN KHAN/HDFC0722665/imran653@ybl,2380.00,,7970509.21
26/01/2024,26/01/2024,CHQ NO 700885 CLEARING,120.00,,7970389.21
26/01/2024,26/01/2024,NEFT/331682816239/KAVERI MENON/HDFC0722665/70919698536100,5200.00,,7965189.21
26/01/2024,26/01/2024,NEFT/7539825449/IMRAN KHAN/HDFC0722665/10136886725242,,18500.00,7983689.21
27/01/2024,27/01/2024,IMPS/P2P/65419124/TANVI RAO/8887708300,,11200.00,7994889.21
28/01/2024,27/01/2024,UPI/CR/7253242469/DEEPA NAIR/HDFC0722665/deepa725@oksbi,,850.00,7995739.21
28/01/2024,27/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,2500.00,7998239.21
27/01/2024,27/01/2024,UPI/DR/45347108/KAVITHA RAO/HDFC0722665/kavitha738@oksbi,120.00,,7998119.21
28/01/2024,28/01/2024,ATM/WDL/99982067/SBI ATM JAYANAGAR BLR,1680.00,,7996439.21
28/01/2024,28/01/2024,UPI/DR/54997292/REKHA PILLAI/HDFC0722665/rekha506@ybl,2380.00,,7994059.21
28/01/2024,28/01/2024,ATM/WDL/443945317684/CANARA ATM MYSURU,1680.00,,7992379.21
28/01/2024,28/01/2024,UPI/DR/861392289450/RAVI KUMAR SHARMA/HDFC0722665/ravi134@okhdfc,999.00,,7991380.21
28/01/2024,28/01/2024,UPI/DR/029736112402/PRAKASH RAO/HDFC0722665/prakash621@ybl,310.00,,7991070.21
29/01/2024,29/01/2024,CHQ NO 061833 CLEARING,449.00,,7990621.21
29/01/2024,29/01/2024,IMPS/P2P/0705916551/IMRAN KHAN/8137514008,,850.00,7991471.21
29/01/2024,29/01/2024,UPI/DR/09887213/REKHA PILLAI/HDFC0722665/rekha421@okhdfc,999.00,,7990472.21
30/01/2024,30/01/2024,NEFT/195882312385/NADIA HUSSAIN/HDFC0722665/81320698910947,850.00,,7989622.21
30/01/2024,30/01/2024,UPI/CR/2392735732/ARCHANA PILLAI/HDFC0722665/archana594@okhdfc,,500.00,7990122.21
30/01/2024,30/01/2024,CHQ NO 842315 CLEARING,999.00,,7989123.21
30/01/2024,30/01/2024,UPI/DR/5805937602/BINDHU NAIR/HDFC0722665/bindhu703@ybl,310.00,,7988813.21
30/01/2024,30/01/2024,IMPS/P2P/05995484/KARTHIK MENON/9567471269,,18500.00,8007313.21
30/01/2024,30/01/2024,UPI/DR/9792405754/BINDHU NAIR/HDFC0722665/bindhu583@oksbi,699.00,,8006614.21
30/01/2024,30/01/2024,NEFT/56730254/ADITYA KUMAR/HDFC0722665/28262339615984,,11200.00,8017814.21
31/01/2024,30/01/2024,UPI/CR/4946525894/GEETA DEVI/HDFC0722665/geeta874@okhdfc,,11200.00,8029014.21
31/01/2024,31/01/2024,UPI/DR/45450982/NADIA HUSSAIN/HDFC0722665/nadia167@okhdfc,7800.00,,8021214.21
31/01/2024,31/01/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,8032414.21
01/02/2024,31/01/2024,CHQ NO 887101 CLEARING,449.00,,8031965.21
31/01/2024,31/01/2024,CHQ NO 412850 CLEARING,1250.00,,8030715.21
31/01/2024,31/01/2024,ATM/WDL/2337143297/SBI ATM JAYANAGAR BLR,79.00,,8030636.21
31/01/2024,31/01/2024,NEFT/547851834815/SUNITA DEVI/HDFC0722665/84549853044274,310.00,,8030326.21
01/02/2024,01/02/2024,NEFT/012062366141/SANJANA HEGDE/HDFC0722665/83681714021386,,24000.00,8054326.21
02/02/2024,01/02/2024,UPI/DR/5048426878/PREETHI IYER/HDFC0722665/preethi274@ybl,49.00,,8054277.21
01/02/2024,01/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,8061877.21
01/02/2024,01/02/2024,UPI/CR/8877091947/PADMA RAO/HDFC0722665/padma349@okhdfc,,24000.00,8085877.21
01/02/2024,01/02/2024,IMPS/P2P/495383322564/RAMESH PILLAI/8363435029,,2500.00,8088377.21
01/02/2024,01/02/2024,UPI/DR/2766842238/LATHA MURTHY/HDFC0722665/latha582@oksbi,1250.00,,8087127.21
01/02/2024,01/02/2024,NEFT/022722921656/POOJA SHARMA/HDFC0722665/21843734379845,310.00,,8086817.21
02/02/2024,01/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,8091617.21
03/02/2024,02/02/2024,CHQ NO 961250 CLEARING,249.00,,8091368.21
03/02/2024,02/02/2024,UPI/DR/171278709865/REKHA PILLAI/HDFC0722665/rekha574@ybl,7800.00,,8083568.21
02/02/2024,02/02/2024,IMPS/P2P/6385821760/AYESHA KHAN/7299682175,,11200.00,8094768.21
02/02/2024,02/02/2024,IMPS/P2P/13207162/SUNIL YADAV/8425814164,,7600.00,8102368.21
03/02/2024,03/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,8107168.21
03/02/2024,03/02/2024,ATM/WDL/83228966/CANARA ATM MYSURU,120.00,,8107048.21
04/02/2024,04/02/2024,UPI/DR/18600862/GANESH KUMAR/HDFC0722665/ganesh909@okhdfc,1250.00,,8105798.21
04/02/2024,04/02/2024,UPI/DR/896356386897/MALLIKA DAS/HDFC0722665/mallika383@paytm,999.00,,8104799.21
05/02/2024,05/02/2024,NEFT/4695596658/AYESHA KHAN/HDFC0722665/32155525090656,,11200.00,8115999.21
05/02/2024,05/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,8127199.21
06/02/2024,06/02/2024,ATM/WDL/943380763284/SBI ATM JAYANAGAR BLR,310.00,,8126889.21
06/02/2024,06/02/2024,UPI/CR/3834093594/VIKRAM NAIR/HDFC0722665/vikram242@okhdfc,,2500.00,8129389.21
06/02/2024,06/02/2024,ATM/WDL/16328113/CANARA ATM MYSURU,1680.00,,8127709.21
06/02/2024,06/02/2024,UPI/DR/22447565/ARJUN MEHTA/HDFC0722665/arjun436@ybl,1680.00,,8126029.21
06/02/2024,06/02/2024,UPI/DR/8466496245/RESHMA KHAN/HDFC0722665/reshma358@oksbi,1680.00,,8124349.21
06/02/2024,06/02/2024,UPI/DR/898335426749/USHA RANI/HDFC0722665/usha727@oksbi,1250.00,,8123099.21
06/02/2024,06/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,24000.00,8147099.21
06/02/2024,06/02/2024,UPI/DR/9839445230/KAVERI MENON/HDFC0722665/kaveri903@ybl,310.00,,8146789.21
06/02/2024,06/02/2024,IMPS/P2P/199371805485/BABU LAL/7170829065,,4800.00,8151589.21
08/02/2024,07/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,8152439.21
07/02/2024,07/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,11200.00,8163639.21
07/02/2024,07/02/2024,ATM/WDL/2017353460/SBI ATM JAYANAGAR BLR,1250.00,,8162389.21
08/02/2024,07/02/2024,UPI/CR/28008988/KAVERI MENON/HDFC0722665/kaveri984@paytm,,32000.00,8194389.21
08/02/2024,08/02/2024,CHQ NO 749573 CLEARING,3499.00,,8190890.21
09/02/2024,08/02/2024,CHQ NO 406621 CLEARING,2380.00,,8188510.21
09/02/2024,08/02/2024,NEFT/541176469399/BABU LAL/HDFC0722665/16371022279542,2380.00,,8186130.21
09/02/2024,09/02/2024,IMPS/P2P/615417187805/RAVI KUMAR SHARMA/9799115020,,32000.00,8218130.21
09/02/2024,09/02/2024,CHQ NO 775527 CLEARING,2380.00,,8215750.21
10/02/2024,09/02/2024,UPI/DR/144452104791/SHAHID KHAN/HDFC0722665/shahid828@paytm,3499.00,,8212251.21
09/02/2024,09/02/2024,IMPS/P2P/36895555/SANTOSH KUMAR/9055441631,,7600.00,8219851.21
09/02/2024,09/02/2024,ATM/WDL/8266034818/HDFC ATM KORAMANGALA,3499.00,,8216352.21
10/02/2024,10/02/2024,UPI/DR/66448663/RANJIT SINGH/HDFC0722665/ranjit750@okaxis,120.00,,8216232.21
10/02/2024,10/02/2024,UPI/DR/919258808330/ADITYA KUMAR/HDFC0722665/aditya107@okhdfc,1250.00,,8214982.21
10/02/2024,10/02/2024,NEFT/09969913/RAJESH VERMA/HDFC0722665/50635297742112,49.00,,8214933.21
10/02/2024,10/02/2024,IMPS/P2P/791850624220/SHEELA DEVI/8173282246,,2500.00,8217433.21
10/02/2024,10/02/2024,NEFT/4013159511/TANVI RAO/HDFC0722665/47905852656831,,500.00,8217933.21
10/02/2024,10/02/2024,ATM/WDL/28423247/HDFC ATM KORAMANGALA,249.00,,8217684.21
11/02/2024,11/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,8218534.21
11/02/2024,11/02/2024,UPI/DR/2230257962/REKHA PILLAI/HDFC0722665/rekha816@okhdfc,1680.00,,8216854.21
11/02/2024,11/02/2024,CHQ NO 814889 CLEARING,249.00,,8216605.21
11/02/2024,11/02/2024,ATM/WDL/329743333850/SBI ATM JAYANAGAR BLR,699.00,,8215906.21
11/02/2024,11/02/2024,UPI/DR/4919326817/KAVYA REDDY/HDFC0722665/kavya292@oksbi,999.00,,8214907.21
12/02/2024,12/02/2024,UPI/DR/975790062054/RAVI KUMAR SHARMA/HDFC0722665/ravi493@oksbi,2380.00,,8212527.21
12/02/2024,12/02/2024,UPI/DR/32004305/ARUN SHARMA/HDFC0722665/arun812@okhdfc,310.00,,8212217.21
12/02/2024,12/02/2024,NEFT/9337942206/DEEPA NAIR/HDFC0722665/60893037402432,,850.00,8213067.21
12/02/2024,12/02/2024,NEFT/87831856/KAVITHA RAO/HDFC0722665/48121214200715,699.00,,8212368.21
14/02/2024,13/02/2024,UPI/DR/48550681/CHANDAN SHARMA/HDFC0722665/chandan163@okhdfc,79.00,,8212289.21
15/02/2024,14/02/2024,UPI/DR/736283592045/VINAY PATIL/HDFC0722665/vinay60@ybl,5200.00,,8207089.21
15/02/2024,14/02/2024,CHQ NO 935474 CLEARING,79.00,,8207010.21
14/02/2024,14/02/2024,ATM/WDL/268170811740/CANARA ATM MYSURU,1680.00,,8205330.21
14/02/2024,14/02/2024,NEFT/09569550/PADMA RAO/HDFC0722665/90566399937182,,2500.00,8207830.21
14/02/2024,14/02/2024,NEFT/462486286948/KAVYA REDDY/HDFC0722665/51540939990701,999.00,,8206831.21
14/02/2024,14/02/2024,UPI/DR/3848666830/SUNITA DEVI/HDFC0722665/sunita431@ybl,310.00,,8206521.21
15/02/2024,15/02/2024,CHQ NO 050989 CLEARING,1680.00,,8204841.21
15/02/2024,15/02/2024,UPI/DR/1300234388/SUNIL YADAV/HDFC0722665/sunil142@ybl,79.00,,8204762.21
15/02/2024,15/02/2024,ATM/WDL/96850974/HDFC ATM KORAMANGALA,249.00,,8204513.21
16/02/2024,15/02/2024,NEFT/29135334/KIRAN REDDY/HDFC0722665/24213594513359,,500.00,8205013.21
17/02/2024,16/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,8237013.21
16/02/2024,16/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,7600.00,8244613.21
17/02/2024,16/02/2024,NEFT/149636146076/SAVITHA DEVI/HDFC0722665/91578614045088,999.00,,8243614.21
16/02/2024,16/02/2024,UPI/DR/605901929708/RANJIT SINGH/HDFC0722665/ranjit109@okhdfc,79.00,,8243535.21
16/02/2024,16/02/2024,NEFT/2716126533/KAVITHA RAO/HDFC0722665/63278641011716,,2500.00,8246035.21
16/02/2024,16/02/2024,UPI/DR/8910381488/SHAHID KHAN/HDFC0722665/shahid673@paytm,2380.00,,8243655.21
16/02/2024,16/02/2024,CHQ NO 794959 CLEARING,850.00,,8242805.21
17/02/2024,17/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,850.00,8243655.21
18/02/2024,17/02/2024,NEFT/936161414172/PADMA RAO/HDFC0722665/79825668977997,,500.00,8244155.21
18/02/2024,17/02/2024,UPI/DR/531152050856/FATIMA SHEIKH/HDFC0722665/fatima186@okhdfc,1680.00,,8242475.21
17/02/2024,17/02/2024,NEFT/632294882275/NADIA HUSSAIN/HDFC0722665/74374457350451,,32000.00,8274475.21
17/02/2024,17/02/2024,CHQ NO 041863 CLEARING,999.00,,8273476.21
17/02/2024,17/02/2024,UPI/DR/183369471060/SURESH BABU/HDFC0722665/suresh682@oksbi,850.00,,8272626.21
18/02/2024,18/02/2024,ATM/WDL/783697892822/CANARA ATM MYSURU,1250.00,,8271376.21
18/02/2024,18/02/2024,UPI/CR/34021578/KAVYA REDDY/HDFC0722665/kavya867@oksbi,,7600.00,8278976.21
19/02/2024,18/02/2024,NEFT/23302894/LALITHA DEVI/HDFC0722665/22157840472289,3499.00,,8275477.21
18/02/2024,18/02/2024,NEFT/39773972/SHAHID KHAN/HDFC0722665/08531130570210,,850.00,8276327.21
18/02/2024,18/02/2024,UPI/DR/233034895934/NIKHIL GUPTA/HDFC0722665/nikhil950@ybl,49.00,,8276278.21
18/02/2024,18/02/2024,UPI/DR/38657472/SHAHID KHAN/HDFC0722665/shahid777@oksbi,1250.00,,8275028.21
19/02/2024,18/02/2024,UPI/DR/904035797295/PREETHI IYER/HDFC0722665/preethi26@okhdfc,249.00,,8274779.21
19/02/2024,19/02/2024,NEFT/91132983/KAVITHA RAO/HDFC0722665/32977910532935,449.00,,8274330.21
20/02/2024,19/02/2024,UPI/CR/95788102/SUNIL YADAV/HDFC0722665/sunil914@oksbi,,2500.00,8276830.21
20/02/2024,19/02/2024,NEFT/97677489/VENKAT RAO/HDFC0722665/97626104531827,,32000.00,8308830.21
19/02/2024,19/02/2024,NEFT/20984434/AYESHA KHAN/HDFC0722665/94636523903461,,18500.00,8327330.21
19/02/2024,19/02/2024,UPI/DR/509413542055/MALLIKA DAS/HDFC0722665/mallika759@paytm,999.00,,8326331.21
20/02/2024,20/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,4800.00,8331131.21
21/02/2024,20/02/2024,CASH DEPOSIT/BRANCH COUNTER/BANJARA HILLS HYDERABAD,,32000.00,8363131.21
20/02/2024,20/02/2024,NEFT/5380969006/SANTOSH KUMAR/HDFC0722665/34453543954810,,32000.00,8395131.21
21/02/2024,20/02/2024,NEFT/9005614017/SNEHA PATIL/HDFC0722665/29194163496459,,2500.00,8397631.21
20/02/2024,20/02/2024,CHQ NO 241211 CLEARING,120.00,,8397511.21
21/02/2024,20/02/2024,IMPS/P2P/8171271945/RAMESH GOWDA/9234731056,,7600.00,8405111.21
20/02/2024,20/02/2024,NEFT/8300267052/MALLIKA DAS/HDFC0722665/92696024415263,3499.00,,8401612.21
21/02/2024,21/02/2024,ATM/WDL/205669726819/SBI ATM JAYANAGAR BLR,49.00,,8401563.21
21/02/2024,21/02/2024,CHQ NO 361876 CLEARING,1250.00,,8400313.21
21/02/2024,21/02/2024,ATM/WDL/601353541281/HDFC ATM KORAMANGALA,1680.00,,8398633.21
21/02/2024,21/02/2024,CHQ NO 099459 CLEARING,5200.00,,8393433.21
21/02/2024,21/02/2024,UPI/CR/2522382290/FARHAN KHAN/HDFC0722665/farhan756@oksbi,,4800.00,8398233.21
22/02/2024,21/02/2024,UPI/CR/713299236017/FATIMA SHEIKH/HDFC0722665/fatima854@oksbi,,7600.00,8405833.21
